#    itr              mu            ntot            mtot            etot
       1       53.538000        4.099121        0.236267      179.723551
       2       53.607000        4.099854        0.147766      179.969184
       3       53.640000        4.099365        0.101868      180.055825
       4       53.664000        4.099365        0.074524      180.065039
       5       53.674000        4.099121        0.058777      180.067530
       6       53.672000        4.099365        0.048401      180.076911
       7       53.672000        4.099609        0.039490      180.106068
       8       53.675000        4.099365        0.032532      180.107895
       9       53.674000        4.099609        0.027771      180.111520
      10       53.677000        4.099365        0.025208      180.111304
      11       53.673000        4.099365        0.023499      180.100303
      12       53.676000        4.099121        0.021667      180.087515
      13       53.673000        4.099365        0.020325      180.089419
      14       53.678000        4.099365        0.018860      180.101404
      15       53.682000        4.099609        0.016541      180.114820
      16       53.685000        4.099365        0.013489      180.113804
      17       53.690000        4.099976        0.012817      180.135343
      18       53.700000        4.099487        0.012085      180.138384
      19       53.690000        4.099731        0.010742      180.128313
      20       53.696000        4.099487        0.009399      180.126969
      21       53.688000        4.099487        0.008423      180.115459
      22       53.689000        4.099487        0.007935      180.115520
      23       53.689000        4.099487        0.007935      180.115588
      24       53.689000        4.099487        0.007935      180.115588
