#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-8.511520	-3.837265	-8.511520	-3.837265	-19.525604	-14.549835	
1	-8.511219	-3.836964	-8.508509	-3.834253	-19.521388	-14.545619	
2	-8.510316	-3.836060	-8.499475	-3.825220	-19.508741	-14.532972	
3	-8.508811	-3.834555	-8.484425	-3.810170	-19.487671	-14.511902	
4	-8.506705	-3.832450	-8.463368	-3.789112	-19.458190	-14.482421	
5	-8.504000	-3.829745	-8.436316	-3.762060	-19.420318	-14.444549	
6	-8.500697	-3.826442	-8.403285	-3.729030	-19.374075	-14.398306	
7	-8.496798	-3.822543	-8.364297	-3.690041	-19.319491	-14.343722	
8	-8.492306	-3.818050	-8.319373	-3.645118	-19.256598	-14.280829	
9	-8.487223	-3.812967	-8.268542	-3.594286	-19.185434	-14.209665	
10	-8.481552	-3.807296	-8.211833	-3.537578	-19.106042	-14.130273	
11	-8.475296	-3.801041	-8.149281	-3.475026	-19.018469	-14.042700	
12	-8.468461	-3.794205	-8.080924	-3.406668	-18.922769	-13.947000	
13	-8.461049	-3.786793	-8.006802	-3.332547	-18.818999	-13.843230	
14	-8.453064	-3.778809	-7.926961	-3.252706	-18.707221	-13.731452	
15	-8.444513	-3.770258	-7.841448	-3.167193	-18.587503	-13.611734	
16	-8.435400	-3.761145	-7.750316	-3.076060	-18.459918	-13.484149	
17	-8.425730	-3.751475	-7.653618	-2.979363	-18.324541	-13.348772	
18	-8.415510	-3.741254	-7.551413	-2.877158	-18.181454	-13.205685	
19	-8.404745	-3.730489	-7.443763	-2.769508	-18.030744	-13.054975	
20	-8.393442	-3.719186	-7.330733	-2.656478	-17.872502	-12.896733	
21	-8.381607	-3.707352	-7.212390	-2.538135	-17.706822	-12.731053	
22	-8.369249	-3.694994	-7.088806	-2.414551	-17.533805	-12.558036	
23	-8.356374	-3.682119	-6.960056	-2.285801	-17.353554	-12.377785	
24	-8.342990	-3.668735	-6.826217	-2.151961	-17.166179	-12.190410	
25	-8.329105	-3.654850	-6.687369	-2.013113	-16.971792	-11.996023	
26	-8.314728	-3.640473	-6.543596	-1.869340	-16.770510	-11.794741	
27	-8.299867	-3.625611	-6.394985	-1.720729	-16.562454	-11.586685	
28	-8.284531	-3.610275	-6.241625	-1.567370	-16.347751	-11.371982	
29	-8.268729	-3.594474	-6.083609	-1.409353	-16.126528	-11.150759	
30	-8.252472	-3.578216	-5.921032	-1.246776	-15.898920	-10.923151	
31	-8.235767	-3.561512	-5.753991	-1.079736	-15.665063	-10.689294	
32	-8.218627	-3.544372	-5.582588	-0.908333	-15.425099	-10.449330	
33	-8.201061	-3.526806	-5.406926	-0.732670	-15.179172	-10.203403	
34	-8.183079	-3.508824	-5.227110	-0.552855	-14.927430	-9.951661	
35	-8.164693	-3.490438	-5.043249	-0.368993	-14.670024	-9.694255	
36	-8.145914	-3.471658	-4.855453	-0.181198	-14.407110	-9.431341	
37	-8.126752	-3.452497	-4.663836	0.010419	-14.138847	-9.163077	
38	-8.107220	-3.432964	-4.468513	0.205742	-13.865395	-8.889625	
39	-8.087329	-3.413073	-4.269602	0.404653	-13.586919	-8.611150	
40	-8.067091	-3.392835	-4.067223	0.607033	-13.303588	-8.327818	
41	-8.046518	-3.372263	-3.861497	0.812759	-13.015571	-8.039802	
42	-8.025623	-3.351368	-3.652548	1.021708	-12.723043	-7.747274	
43	-8.004419	-3.330163	-3.440502	1.233753	-12.426179	-7.450410	
44	-7.982917	-3.308662	-3.225488	1.448768	-12.125159	-7.149390	
45	-7.961132	-3.286876	-3.007634	1.666622	-11.820163	-6.844394	
46	-7.939075	-3.264820	-2.787071	1.887184	-11.511376	-6.535607	
47	-7.916762	-3.242506	-2.563934	2.110322	-11.198983	-6.223214	
48	-7.894204	-3.219948	-2.338355	2.335901	-10.883172	-5.907403	
49	-7.871415	-3.197160	-2.110471	2.563785	-10.564135	-5.588366	
50	-7.848410	-3.174155	-1.880419	2.793836	-10.242062	-5.266293	
51	-7.825202	-3.150947	-1.648338	3.025918	-9.917149	-4.941380	
52	-7.801805	-3.127550	-1.414367	3.259888	-9.589590	-4.613821	
53	-7.778233	-3.103978	-1.178648	3.495607	-9.259583	-4.283814	
54	-7.754501	-3.080245	-0.941322	3.732933	-8.927327	-3.951558	
55	-7.730622	-3.056366	-0.702533	3.971723	-8.593022	-3.617253	
56	-7.706611	-3.032355	-0.462424	4.211832	-8.256869	-3.281100	
57	-7.682482	-3.008227	-0.221139	4.453116	-7.919071	-2.943302	
58	-7.658251	-2.983995	0.021175	4.695430	-7.579831	-2.604062	
59	-7.633931	-2.959676	0.264373	4.938628	-7.239354	-2.263585	
60	-7.609538	-2.935282	0.508308	5.182564	-6.897844	-1.922075	
61	-7.585085	-2.910830	0.752834	5.427089	-6.555508	-1.579739	
62	-7.560588	-2.886333	0.997803	5.672058	-6.212552	-1.236783	
63	-7.536062	-2.861806	1.243067	5.917323	-5.869181	-0.893412	
64	-7.511520	-2.837265	1.488480	6.162735	-5.525604	-0.549835	
65	-7.486979	-2.812724	1.733892	6.408147	-5.182027	-0.206258	
66	-7.462453	-2.788197	1.979156	6.653412	-4.838657	0.137112	
67	-7.437956	-2.763700	2.224125	6.898381	-4.495700	0.480069	
68	-7.413503	-2.739248	2.468651	7.142906	-4.153364	0.822405	
69	-7.389110	-2.714854	2.712586	7.386842	-3.811855	1.163914	
70	-7.364790	-2.690535	2.955784	7.630040	-3.471378	1.504391	
71	-7.340558	-2.666303	3.198099	7.872354	-3.132138	1.843631	
72	-7.316430	-2.642175	3.439383	8.113638	-2.794340	2.181429	
73	-7.292419	-2.618164	3.679492	8.353747	-2.458187	2.517582	
