#    itr              mu            ntot            mtot            etot
       1       38.696000        4.299561        0.110168      123.844688
       2       38.673000        4.300415        0.046997      123.941661
       3       38.679000        4.299927        0.023071      123.962169
       4       38.672000        4.299194        0.011230      123.920258
       5       38.662000        4.299194        0.005859      123.897184
       6       38.663000        4.299194        0.002686      123.897298
       7       38.662000        4.299194        0.000732      123.897289
       8       38.660000        4.299194        0.000244      123.897293
       9       38.660000        4.299194        0.000244      123.897293
      10       38.660000        4.299194        0.000244      123.897293
