#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-10.098755	-10.097290	-10.098755	-10.097290	-20.800293	-20.794434	
1	-10.098454	-10.096989	-10.095743	-10.094278	-20.796076	-20.790217	
2	-10.097550	-10.096085	-10.086709	-10.085245	-20.783429	-20.777570	
3	-10.096045	-10.094580	-10.071659	-10.070195	-20.762359	-20.756500	
4	-10.093940	-10.092475	-10.050602	-10.049137	-20.732879	-20.727020	
5	-10.091234	-10.089770	-10.023550	-10.022085	-20.695006	-20.689147	
6	-10.087931	-10.086467	-9.990520	-9.989055	-20.648764	-20.642905	
7	-10.084033	-10.082568	-9.951531	-9.950066	-20.594180	-20.588321	
8	-10.079540	-10.078075	-9.906608	-9.905143	-20.531287	-20.525428	
9	-10.074457	-10.072992	-9.855776	-9.854311	-20.460123	-20.454263	
10	-10.068786	-10.067321	-9.799067	-9.797603	-20.380731	-20.374871	
11	-10.062531	-10.061066	-9.736516	-9.735051	-20.293158	-20.287299	
12	-10.055695	-10.054230	-9.668158	-9.666693	-20.197458	-20.191598	
13	-10.048283	-10.046818	-9.594037	-9.592572	-20.093687	-20.087828	
14	-10.040299	-10.038834	-9.514196	-9.512731	-19.981910	-19.976051	
15	-10.031748	-10.030283	-9.428683	-9.427218	-19.862192	-19.856333	
16	-10.022634	-10.021170	-9.337550	-9.336085	-19.734606	-19.728747	
17	-10.012965	-10.011500	-9.240852	-9.239388	-19.599230	-19.593370	
18	-10.002744	-10.001279	-9.138648	-9.137183	-19.456143	-19.450284	
19	-9.991979	-9.990514	-9.030998	-9.029533	-19.305433	-19.299574	
20	-9.980676	-9.979211	-8.917968	-8.916503	-19.147191	-19.141331	
21	-9.968842	-9.967377	-8.799625	-8.798160	-18.981511	-18.975651	
22	-9.956483	-9.955019	-8.676041	-8.674576	-18.808494	-18.802634	
23	-9.943608	-9.942144	-8.547291	-8.545826	-18.628243	-18.622384	
24	-9.930224	-9.928760	-8.413451	-8.411986	-18.440868	-18.435008	
25	-9.916340	-9.914875	-8.274603	-8.273138	-18.246480	-18.240621	
26	-9.901962	-9.900498	-8.130830	-8.129365	-18.045198	-18.039339	
27	-9.887101	-9.885636	-7.982219	-7.980754	-17.837143	-17.831284	
28	-9.871765	-9.870300	-7.828859	-7.827395	-17.622439	-17.616580	
29	-9.855964	-9.854499	-7.670843	-7.669379	-17.401217	-17.395357	
30	-9.839706	-9.838241	-7.508266	-7.506801	-17.173609	-17.167749	
31	-9.823002	-9.821537	-7.341226	-7.339761	-16.939752	-16.933893	
32	-9.805862	-9.804397	-7.169823	-7.168358	-16.699788	-16.693929	
33	-9.788295	-9.786831	-6.994160	-6.992695	-16.453861	-16.448001	
34	-9.770314	-9.768849	-6.814344	-6.812880	-16.202118	-16.196259	
35	-9.751928	-9.750463	-6.630483	-6.629018	-15.944713	-15.938853	
36	-9.733148	-9.731683	-6.442688	-6.441223	-15.681799	-15.675940	
37	-9.713986	-9.712522	-6.251071	-6.249606	-15.413535	-15.407676	
38	-9.694454	-9.692989	-6.055748	-6.054283	-15.140083	-15.134224	
39	-9.674563	-9.673098	-5.856837	-5.855372	-14.861608	-14.855748	
40	-9.654325	-9.652860	-5.654457	-5.652992	-14.578276	-14.572417	
41	-9.633753	-9.632288	-5.448731	-5.447266	-14.290260	-14.284400	
42	-9.612858	-9.611393	-5.239782	-5.238317	-13.997731	-13.991872	
43	-9.591653	-9.590188	-5.027737	-5.026272	-13.700868	-13.695008	
44	-9.570152	-9.568687	-4.812722	-4.811257	-13.399847	-13.393988	
45	-9.548366	-9.546901	-4.594868	-4.593403	-13.094852	-13.088992	
46	-9.526310	-9.524845	-4.374306	-4.372841	-12.786064	-12.780205	
47	-9.503996	-9.502531	-4.151168	-4.149703	-12.473671	-12.467812	
48	-9.481438	-9.479973	-3.925589	-3.924124	-12.157861	-12.152002	
49	-9.458650	-9.457185	-3.697705	-3.696240	-11.838823	-11.832964	
50	-9.435645	-9.434180	-3.467653	-3.466189	-11.516751	-11.510892	
51	-9.412437	-9.410972	-3.235572	-3.234107	-11.191837	-11.185978	
52	-9.389040	-9.387575	-3.001602	-3.000137	-10.864278	-10.858419	
53	-9.365468	-9.364003	-2.765882	-2.764418	-10.534272	-10.528412	
54	-9.341735	-9.340270	-2.528557	-2.527092	-10.202015	-10.196156	
55	-9.317856	-9.316391	-2.289767	-2.288302	-9.867710	-9.861851	
56	-9.293845	-9.292380	-2.049658	-2.048193	-9.531557	-9.525698	
57	-9.269717	-9.268252	-1.808374	-1.806909	-9.193759	-9.187900	
58	-9.245485	-9.244021	-1.566060	-1.564595	-8.854520	-8.848660	
59	-9.221166	-9.219701	-1.322862	-1.321397	-8.514042	-8.508183	
60	-9.196772	-9.195307	-1.078926	-1.077461	-8.172533	-8.166674	
61	-9.172319	-9.170855	-0.834401	-0.832936	-7.830197	-7.824337	
62	-9.147823	-9.146358	-0.589432	-0.587967	-7.487240	-7.481381	
63	-9.123296	-9.121831	-0.344167	-0.342702	-7.143870	-7.138011	
64	-9.098755	-9.097290	-0.098755	-0.097290	-6.800293	-6.794434	
65	-9.074214	-9.072749	0.146657	0.148122	-6.456716	-6.450856	
66	-9.049687	-9.048222	0.391922	0.393387	-6.113346	-6.107486	
67	-9.025190	-9.023725	0.636891	0.638356	-5.770389	-5.764530	
68	-9.000738	-8.999273	0.881417	0.882881	-5.428053	-5.422194	
69	-8.976344	-8.974879	1.125352	1.126817	-5.086544	-5.080684	
70	-8.952024	-8.950560	1.368550	1.370015	-4.746066	-4.740207	
71	-8.927793	-8.926328	1.610864	1.612329	-4.406827	-4.400967	
72	-8.903665	-8.902200	1.852148	1.853613	-4.069028	-4.063169	
73	-8.879654	-8.878189	2.092258	2.093722	-3.732876	-3.727016	
74	-8.855775	-8.854310	2.331047	2.332512	-3.398570	-3.392711	
75	-8.832042	-8.830577	2.568373	2.569838	-3.066314	-3.060455	
76	-8.808470	-8.807005	2.804092	2.805557	-2.736307	-2.730448	
77	-8.785073	-8.783608	3.038063	3.039527	-2.408749	-2.402889	
78	-8.761865	-8.760400	3.270144	3.271608	-2.083835	-2.077976	
79	-8.738860	-8.737395	3.500195	3.501660	-1.761762	-1.755903	
