#    itr              mu            ntot            mtot            etot
       1       48.926514        5.299866        0.350077      101.063226
       2       22.377797        5.300354       -0.336220       62.667497
       3       22.359005        5.299866        0.327315       62.704077
       4       22.349779        5.299377       -0.320627       62.716627
       5       22.350550        5.300110        0.316098       62.757981
       6       22.351357        5.300598       -0.313621       62.772495
       7       22.352202        5.300110        0.312862       62.791158
       8       22.347873        5.299133       -0.311652       62.766161
       9       22.343343        5.300842        0.310542       62.794981
      10       22.343812        5.299377       -0.310234       62.786428
