#    itr              mu            ntot            mtot            etot
       1      -21.000000        2.761292        2.761292      -87.297404
       2        1.410000        1.199219       -1.156616       -5.429592
       3       -1.996000        1.199097        0.908936       -8.643486
       4       -2.098000        1.199463       -0.749878       -7.962140
       5       -2.197000        1.200195        0.636353       -7.611065
       6       -2.273000        1.199219       -0.549438       -7.390732
       7       -2.345000        1.199463        0.484741       -7.253323
       8       -2.399000        1.199219       -0.435181       -7.157033
       9       -2.435000        1.199951        0.394897       -7.094838
      10       -2.472000        1.199463       -0.360229       -7.041706
      11       -2.510000        1.199219        0.330688       -7.005798
      12       -2.535000        1.199463       -0.301147       -6.978348
      13       -2.569000        1.199707        0.272583       -6.950443
      14       -2.609000        1.199341       -0.247070       -6.924613
      15       -2.631000        1.199829        0.219727       -6.908991
      16       -2.651000        1.199585       -0.196045       -6.887658
      17       -2.674000        1.199585        0.176514       -6.875090
      18       -2.680000        1.199341       -0.157715       -6.864110
      19       -2.701000        1.199341        0.138184       -6.856589
      20       -2.708000        1.199341       -0.123047       -6.848484
      21       -2.712000        1.199829        0.109375       -6.844208
      22       -2.722000        1.199585       -0.094971       -6.836363
      23       -2.724000        1.199341        0.084473       -6.832993
      24       -2.730000        1.199829       -0.074219       -6.833007
      25       -2.725000        1.199097        0.066650       -6.826008
      26       -2.732000        1.199341       -0.061035       -6.829144
      27       -2.732000        1.199341        0.053223       -6.826806
      28       -2.727000        1.199341       -0.046387       -6.825563
      29       -2.720000        1.199097        0.038330       -6.824001
      30       -2.731000        1.199585       -0.031006       -6.825751
      31       -2.736000        1.199097        0.025635       -6.821082
      32       -2.737000        1.199097       -0.021240       -6.823382
      33       -2.738000        1.199097        0.017334       -6.823105
      34       -2.742000        1.199097       -0.013428       -6.822928
      35       -2.739000        1.199585        0.011963       -6.824098
      36       -2.740000        1.199097       -0.010498       -6.820023
      37       -2.744000        1.199097        0.007568       -6.822664
      38       -2.748000        1.199097       -0.005615       -6.822610
      39       -2.751000        1.199097        0.005615       -6.822565
      40       -2.751000        1.199097       -0.005615       -6.822565
