#    itr              mu            ntot            mtot            etot
       1       -5.094000        2.899048        2.899048      -46.649056
       2       12.760000        2.900146       -2.264038        9.266854
       3       12.886000        2.899658        1.541626       13.113454
       4       13.488000        2.899292       -0.963135       15.993682
       5       13.783000        2.899292        0.584229       17.436738
       6       13.909000        2.899292       -0.345947       18.009175
       7       13.975000        2.899048        0.208984       18.221382
       8       13.994000        2.899292       -0.125244       18.295060
       9       13.985000        2.900024        0.073730       18.335390
      10       14.005000        2.899536       -0.043945       18.348531
      11       13.997000        2.899292        0.027588       18.341812
      12       13.989000        2.899780       -0.017334       18.346997
      13       13.991000        2.899292        0.010986       18.347215
      14       13.986000        2.899292       -0.007080       18.340879
      15       13.976000        2.899292        0.006104       18.341102
      16       13.978000        2.899292       -0.005127       18.340979
      17       13.978000        2.899292        0.005127       18.340995
      18       13.978000        2.899292       -0.005127       18.340995
