#    itr              mu            ntot            mtot            etot
       1      -21.000000        1.650208        1.650208      -48.783601
       2       -0.162000        1.399414       -1.015259       -8.562259
       3       -1.580000        1.399414        0.644165       -8.477759
       4       -1.929000        1.399048       -0.397461       -7.969330
       5       -2.106000        1.399048        0.244141       -7.764806
       6       -2.144000        1.399048       -0.146484       -7.686496
       7       -2.177000        1.399292        0.090088       -7.656806
       8       -2.185000        1.399048       -0.054199       -7.644617
       9       -2.188000        1.399780        0.033936       -7.643297
      10       -2.174000        1.399292       -0.018311       -7.636878
      11       -2.179000        1.399048        0.010254       -7.638376
      12       -2.174000        1.399048       -0.005371       -7.639441
      13       -2.181000        1.399048        0.003418       -7.639422
      14       -2.183000        1.399048       -0.002441       -7.639444
      15       -2.182000        1.399048        0.002441       -7.639438
      16       -2.182000        1.399048       -0.002441       -7.639438
