#    itr              mu            ntot            mtot            etot
       1       -9.115723        1.999664        0.997696      -37.441927
       2        2.286904        1.999420       -0.598663      -10.252703
       3        1.618684        2.000854        0.334106       -8.077355
       4        1.488709        1.999359       -0.177841       -7.252406
       5        1.466126        2.000732        0.094543       -6.999991
       6        1.449359        2.000122       -0.050049       -6.919446
       7        1.439353        2.000122        0.026123       -6.902372
       8        1.441629        2.000122       -0.013428       -6.896205
       9        1.449094        2.000854        0.006226       -6.894063
      10        1.459555        2.000854       -0.003052       -6.889202
      11        1.450471        1.999634        0.001465       -6.890890
      12        1.449952        2.000336       -0.000839       -6.896309
