#    itr              mu            ntot            mtot            etot
       1       63.627000        4.099365        0.350159      221.242363
       2       63.777000        4.100098        0.245544      221.727138
       3       63.847000        4.099365        0.187073      221.908101
       4       63.879000        4.099609        0.148132      221.969973
       5       63.888000        4.099365        0.123840      222.019441
       6       63.884000        4.099121        0.105652      222.019346
       7       63.897000        4.099609        0.093201      222.055684
       8       63.907000        4.099365        0.083557      222.079943
       9       63.904000        4.099365        0.075500      222.074301
      10       63.913000        4.099609        0.069763      222.096434
      11       63.920000        4.099365        0.066223      222.099451
      12       63.913000        4.099365        0.062317      222.088023
      13       63.917000        4.099609        0.059998      222.106544
      14       63.923000        4.099121        0.058777      222.091345
      15       63.915000        4.099121        0.057312      222.064006
      16       63.918000        4.099121        0.056824      222.064954
      17       63.920000        4.099121        0.056335      222.065343
      18       63.918000        4.099121        0.055847      222.065729
      19       63.918000        4.099365        0.055481      222.081573
      20       63.921000        4.099365        0.055481      222.095945
      21       63.921000        4.099365        0.055481      222.095945
