#    itr              mu            ntot            mtot            etot
       1       58.987000        3.599060        2.400940        2.471288
       2       19.459000        3.599487       -2.091309       37.709545
       3       19.876000        3.599243        1.791504       39.818596
       4       20.388000        3.599121       -1.508179       41.543176
       5       20.766000        3.599609        1.268433       42.928848
       6       21.064000        3.599121       -1.069702       43.909599
       7       21.289000        3.599121        0.911011       44.590738
       8       21.454000        3.599121       -0.778687       45.060121
       9       21.586000        3.599121        0.670288       45.396232
      10       21.714000        3.600098       -0.576538       45.654139
      11       21.828000        3.599243        0.489258       45.828849
      12       21.900000        3.599243       -0.412598       45.952512
      13       21.961000        3.599487        0.348389       46.060958
      14       21.988000        3.599487       -0.292725       46.137565
      15       22.033000        3.600220        0.243652       46.206429
      16       22.039000        3.599487       -0.204834       46.242533
      17       22.067000        3.599243        0.172363       46.249575
      18       22.070000        3.599243       -0.146973       46.263310
      19       22.081000        3.599487        0.120850       46.280832
      20       22.085000        3.599243       -0.102051       46.289764
      21       22.076000        3.599243        0.087402       46.291850
      22       22.090000        3.599243       -0.077148       46.296092
      23       22.085000        3.599976        0.067627       46.314400
      24       22.089000        3.599976       -0.057861       46.329941
      25       22.093000        3.599487        0.049072       46.321099
      26       22.091000        3.599487       -0.039307       46.313582
      27       22.089000        3.599487        0.031494       46.314873
      28       22.097000        3.599731       -0.022949       46.320997
      29       22.087000        3.599243        0.015137       46.315120
      30       22.087000        3.599731       -0.010742       46.317628
      31       22.083000        3.599243        0.008301       46.315701
      32       22.089000        3.599243       -0.008301       46.306951
      33       22.089000        3.599243        0.008301       46.306951
