#    itr              mu            ntot            mtot            etot
       1       53.287000        4.599243        0.195190      198.678224
       2       53.295000        4.599976        0.105225      198.842052
       3       53.318000        4.599243        0.057007      198.887588
       4       53.317000        4.599243        0.029907      198.865926
       5       53.313000        4.599731        0.017212      198.897489
       6       53.315000        4.599243        0.008911      198.894246
       7       53.307000        4.599731        0.004272      198.898378
       8       53.310000        4.599243        0.002075      198.894748
       9       53.301000        4.599243        0.001099      198.872595
      10       53.303000        4.599243        0.000610      198.872600
      11       53.300000        4.599243        0.000122      198.872480
      12       53.302000        4.599243        0.000122      198.872601
      13       53.302000        4.599243        0.000122      198.872601
