#    itr              mu            ntot            mtot            etot
       1       -3.034000        2.999207        2.999207      -44.465099
       2       13.375000        2.999023       -2.415161       11.154876
       3       13.596000        2.999268        1.697388       14.982701
       4       14.210000        2.999146       -1.101074       18.206335
       5       14.675000        3.000122        0.686523       19.936499
       6       14.880000        2.999146       -0.422363       20.681270
       7       14.929000        2.999146        0.259766       20.959594
       8       14.965000        2.999146       -0.157715       21.069539
       9       14.962000        2.999390        0.094971       21.115551
      10       14.989000        2.999878       -0.059326       21.141981
      11       14.994000        2.999390        0.035889       21.146589
      12       14.977000        2.999146       -0.021484       21.138202
      13       14.975000        2.999390        0.011963       21.139778
      14       14.979000        2.999878       -0.008545       21.150709
      15       14.985000        2.999390        0.007080       21.150378
      16       14.983000        2.999146       -0.005371       21.139991
      17       14.981000        2.999146        0.002441       21.136566
      18       14.986000        2.999146       -0.001465       21.136444
      19       14.985000        2.999146        0.000488       21.136310
      20       14.983000        2.999146       -0.000488       21.136176
      21       14.983000        2.999146        0.000488       21.136176
