#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	26.851201	-11.316803	26.852281	-11.316691	16.138417	-22.202037	49.575220	11.407328	49.576523	11.407440	48.663341	10.322887	
1	26.852572	-11.316511	26.854117	-11.313775	16.142594	-22.197860	49.572304	11.404412	49.576232	11.407148	48.662778	10.322324	
2	26.853447	-11.315637	26.862862	-11.305030	16.155125	-22.185329	49.563559	11.395667	49.575357	11.406274	48.661088	10.320634	
3	26.854904	-11.314179	26.877431	-11.290461	16.176000	-22.164454	49.548990	11.381098	49.573900	11.404817	48.658272	10.317818	
4	26.856942	-11.312141	26.897813	-11.270079	16.205207	-22.135247	49.528608	11.360716	49.571861	11.402778	48.654334	10.313880	
5	26.859561	-11.309522	26.923994	-11.243898	16.242729	-22.097725	49.502427	11.334535	49.569242	11.400159	48.649275	10.308821	
6	26.862759	-11.306324	26.955955	-11.211937	16.288541	-22.051913	49.470466	11.302574	49.566045	11.396962	48.643099	10.302645	
7	26.866533	-11.302550	26.993673	-11.174219	16.342615	-21.997839	49.432748	11.264856	49.562271	11.393187	48.635811	10.295357	
8	26.870882	-11.298201	27.037123	-11.130769	16.404918	-21.935536	49.389298	11.221406	49.557922	11.388839	48.627416	10.286962	
9	26.875802	-11.293281	27.086272	-11.081620	16.475412	-21.865042	49.340149	11.172257	49.553001	11.383918	48.617920	10.277466	
10	26.881292	-11.287792	27.141086	-11.026806	16.554052	-21.786402	49.285335	11.117443	49.547512	11.378429	48.607330	10.266876	
11	26.887346	-11.281737	27.201525	-10.966367	16.640791	-21.699663	49.224896	11.057004	49.541457	11.372374	48.595654	10.255200	
12	26.893963	-11.275120	27.267547	-10.900345	16.735573	-21.604881	49.158874	10.990982	49.534841	11.365758	48.582901	10.242447	
13	26.901137	-11.267946	27.339104	-10.828788	16.838341	-21.502113	49.087317	10.919425	49.527667	11.358584	48.569079	10.228624	
14	26.908864	-11.260219	27.416143	-10.751749	16.949031	-21.391423	49.010278	10.842386	49.519940	11.350856	48.554198	10.213744	
15	26.917140	-11.251944	27.498610	-10.669282	17.067574	-21.272880	48.927811	10.759919	49.511664	11.342581	48.538271	10.197816	
16	26.925959	-11.243124	27.586443	-10.581449	17.193896	-21.146558	48.839978	10.672086	49.502845	11.333762	48.521307	10.180853	
17	26.935316	-11.233767	27.679579	-10.488313	17.327920	-21.012534	48.746842	10.578950	49.493488	11.324404	48.503321	10.162867	
18	26.945206	-11.223878	27.777948	-10.389944	17.469561	-20.870893	48.648473	10.480581	49.483598	11.314515	48.484325	10.143871	
19	26.955621	-11.213462	27.881477	-10.286414	17.618733	-20.721721	48.544944	10.377052	49.473182	11.304099	48.464333	10.123879	
20	26.966557	-11.202526	27.990090	-10.177802	17.775342	-20.565112	48.436331	10.268439	49.462247	11.293163	48.443361	10.102907	
21	26.978006	-11.191077	28.103703	-10.064189	17.939291	-20.401163	48.322718	10.154826	49.450798	11.281714	48.421423	10.080969	
22	26.989961	-11.179122	28.222231	-9.945661	18.110478	-20.229977	48.204190	10.036298	49.438843	11.269759	48.398537	10.058083	
23	27.002415	-11.166668	28.345582	-9.822309	18.288796	-20.051658	48.080839	9.912947	49.426389	11.257305	48.374719	10.034265	
24	27.015360	-11.153723	28.473661	-9.694231	18.474134	-19.866320	47.952760	9.784868	49.413443	11.244360	48.349988	10.009534	
25	27.028789	-11.140295	28.606367	-9.561525	18.666378	-19.674076	47.820054	9.652162	49.400015	11.230932	48.324362	9.983908	
26	27.042692	-11.126391	28.743594	-9.424298	18.865406	-19.475048	47.682827	9.514935	49.386111	11.217028	48.297861	9.957407	
27	27.057063	-11.112021	28.885231	-9.282661	19.071095	-19.269359	47.541190	9.373298	49.371741	11.202658	48.270505	9.930051	
28	27.071891	-11.097193	29.031164	-9.136728	19.283317	-19.057137	47.395257	9.227365	49.356913	11.187830	48.242316	9.901862	
29	27.087168	-11.081916	29.181270	-8.986622	19.501938	-18.838517	47.245151	9.077260	49.341636	11.172553	48.213314	9.872860	
30	27.102884	-11.066199	29.335422	-8.832470	19.726821	-18.613633	47.090999	8.923108	49.325920	11.156837	48.183523	9.843069	
31	27.119030	-11.050053	29.493487	-8.674405	19.957827	-18.382627	46.932934	8.765042	49.309774	11.140690	48.152966	9.812512	
32	27.135596	-11.033487	29.655326	-8.512566	20.194809	-18.145645	46.771095	8.603203	49.293208	11.124124	48.121667	9.781213	
33	27.152572	-11.016511	29.820792	-8.347100	20.437620	-17.902834	46.605629	8.437737	49.276232	11.107148	48.089651	9.749197	
34	27.169948	-10.999136	29.989733	-8.178159	20.686107	-17.654347	46.436688	8.268796	49.258856	11.089773	48.056944	9.716489	
35	27.187712	-10.981371	30.161988	-8.005904	20.940113	-17.400341	46.264433	8.096542	49.241092	11.072009	48.023571	9.683117	
36	27.205854	-10.963229	30.337386	-7.830506	21.199478	-17.140976	46.089035	7.921143	49.222949	11.053866	47.989560	9.649106	
37	27.224364	-10.944720	30.515751	-7.652141	21.464039	-16.876415	45.910670	7.742778	49.204440	11.035357	47.954940	9.614486	
38	27.243229	-10.925855	30.696894	-7.470998	21.733628	-16.606826	45.729527	7.561635	49.185575	11.016492	47.919738	9.579284	
39	27.262438	-10.906646	30.880617	-7.287275	22.008076	-16.332378	45.545804	7.377912	49.166366	10.997283	47.883984	9.543530	
40	27.281979	-10.887104	31.066709	-7.101183	22.287207	-16.053247	45.359712	7.191821	49.146824	10.977741	47.847708	9.507254	
41	27.301841	-10.867242	31.254945	-6.912947	22.570845	-15.769609	45.171476	7.003584	49.126962	10.957879	47.810941	9.470487	
