#    itr              mu            ntot            mtot            etot
       1       62.317000        4.700073        0.291138      245.378024
       2       62.381000        4.699585        0.185303      245.582819
       3       62.434000        4.699097        0.119385      245.656483
       4       62.428000        4.700073        0.076904      245.732719
       5       62.443000        4.699097        0.047852      245.749028
       6       62.438000        4.699341        0.031860      245.717868
       7       62.440000        4.699829        0.019409      245.765909
       8       62.444000        4.699097        0.012695      245.748210
       9       62.427000        4.699341        0.009155      245.723850
      10       62.430000        4.700073        0.006348      245.783227
      11       62.442000        4.700562        0.004639      245.853920
      12       62.444000        4.699097        0.003418      245.789070
      13       62.429000        4.699341        0.003052      245.724031
      14       62.434000        4.699097        0.002686      245.722234
      15       62.431000        4.699585        0.002441      245.739217
      16       62.437000        4.699097        0.002197      245.735606
      17       62.431000        4.699097        0.002197      245.708742
      18       62.431000        4.699097        0.002197      245.708742
