# n = 4.3 U  = 15.0 J = 3.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       59.267846        4.300171        0.625366      213.775987
       2       59.963346        4.300049        0.382874      215.423671
       3       60.169208        4.300293        0.254578      215.995316
       4       60.213608        4.300049        0.180237      216.209695
       5       60.231908        4.300049        0.134094      216.293296
       6       60.222708        4.300049        0.103088      216.341242
       7       60.217993        4.300293        0.081238      216.382587
       8       60.217893        4.300049        0.065735      216.396619
       9       60.206793        4.299927        0.052856      216.385246
      10       60.183004        4.300171        0.043701      216.399865
      11       60.186712        4.300171        0.035889      216.417066
      12       60.181012        4.299927        0.027466      216.404953
      13       60.189012        4.299927        0.022827      216.394036
      14       60.183620        4.300171        0.018311      216.409640
      15       60.182420        4.299927        0.013794      216.408966
      16       60.176620        4.299927        0.010864      216.396147
      17       60.179062        4.300171        0.007324      216.411146
      18       60.177062        4.299927        0.005737      216.409815
      19       60.174062        4.299927        0.004761      216.396705
      20       60.175362        4.299927        0.003296      216.396747
      21       60.173062        4.299927        0.002319      216.396784
      22       60.174362        4.299927        0.001831      216.396855
      23       60.173673        4.300171        0.001221      216.411498
      24       60.177780        4.300171        0.000732      216.424703
      25       60.175773        4.300171        0.000732      216.424707
      26       60.175773        4.300171        0.000732      216.424707
