#    itr              mu            ntot            mtot            etot
       1       38.120000        3.099182        2.900818      -34.609642
       2       12.951000        3.099854       -1.942017       12.481677
       3       13.653000        3.099365        1.190063       16.815613
       4       14.326000        3.099487       -0.693604       18.876805
       5       14.556000        3.099976        0.398193       19.685650
       6       14.645000        3.099243       -0.225586       19.953791
       7       14.662000        3.099487        0.125732       20.038427
       8       14.665000        3.099731       -0.073242       20.074951
       9       14.670000        3.099243        0.040039       20.079781
      10       14.664000        3.099487       -0.022217       20.079569
      11       14.665000        3.099487        0.013428       20.084169
      12       14.675000        3.099487       -0.006592       20.084418
      13       14.675000        3.099243        0.001953       20.081048
      14       14.685000        3.099243       -0.000977       20.077832
      15       14.688000        3.099243        0.000977       20.077835
      16       14.688000        3.099243       -0.000977       20.077835
