# n = 0.7 U  = 18.0 J = 4.500 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        0.772000        0.699463        0.133484       -1.697017
       2        0.614000        0.699951        0.116638       -1.609485
       3        0.675000        0.699585        0.101807       -1.601241
       4        0.682000        0.699341        0.088013       -1.587743
       5        0.695000        0.699341        0.075073       -1.577749
       6        0.700000        0.699097        0.064453       -1.567841
       7        0.708000        0.699097        0.054932       -1.563825
       8        0.715000        0.699829        0.046753       -1.558379
       9        0.730000        0.699341        0.039917       -1.546851
      10        0.727000        0.699341        0.033813       -1.549851
      11        0.721000        0.699341        0.028198       -1.547818
      12        0.728000        0.699097        0.024170       -1.546366
      13        0.721000        0.699341        0.019653       -1.547739
      14        0.731000        0.699341        0.016968       -1.544311
      15        0.725000        0.699097        0.014648       -1.543759
      16        0.724000        0.699097        0.012207       -1.546239
      17        0.730000        0.699341        0.010376       -1.546061
      18        0.731000        0.699097        0.009033       -1.543253
      19        0.728000        0.699097        0.008057       -1.545637
      20        0.725000        0.699585        0.006836       -1.545204
      21        0.735000        0.699097        0.005615       -1.540452
      22        0.732000        0.699341        0.005005       -1.545225
      23        0.739000        0.699341        0.005005       -1.542680
      24        0.739000        0.699341        0.005005       -1.542680
