#    itr              mu            ntot            mtot            etot
       1        1.773926        2.699310        1.345108      -23.300484
       2        4.806805        2.699066       -0.527025       -8.086149
       3        5.182310        2.700073        0.195374       -5.518508
       4        5.219719        2.700775       -0.072156       -5.111080
       5        5.225199        2.699921        0.026443       -5.057109
       6        5.231985        2.700684       -0.011261       -5.049915
       7        5.232122        2.700562        0.004517       -5.045229
       8        5.224026        2.700562       -0.002090       -5.045713
       9        5.222282        2.699371        0.000885       -5.050546
      10        5.228372        2.700867       -0.000504       -5.051097
