#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-11.162898	13.958105	-11.162830	13.959087	-22.092640	2.630870	11.171070	36.292005	11.171138	36.293122	10.103627	34.827137	
1	-11.162533	13.958402	-11.159931	13.962054	-22.088438	2.635072	11.168171	36.290156	11.170773	36.291708	10.103039	34.826550	
2	-11.161643	13.959292	-11.151033	13.970952	-22.075835	2.647675	11.159272	36.281257	11.169883	36.290818	10.101276	34.824787	
3	-11.160161	13.960774	-11.136209	13.985776	-22.054839	2.668672	11.144448	36.266433	11.168401	36.289336	10.098340	34.821851	
4	-11.158087	13.962848	-11.115468	14.006516	-22.025462	2.698049	11.123708	36.245693	11.166326	36.287262	10.094231	34.817742	
5	-11.155422	13.965513	-11.088825	14.033159	-21.987722	2.735789	11.097065	36.219050	11.163662	36.284597	10.088954	34.812465	
6	-11.152168	13.968767	-11.056297	14.065687	-21.941642	2.781869	11.064537	36.186522	11.160408	36.281343	10.082510	34.806021	
7	-11.148328	13.972607	-11.017905	14.104079	-21.887251	2.836260	11.026145	36.148130	11.156568	36.277503	10.074905	34.798416	
8	-11.143903	13.977032	-10.973674	14.148310	-21.824580	2.898930	10.981914	36.103899	11.152143	36.273078	10.066143	34.789654	
9	-11.138896	13.982039	-10.923633	14.198351	-21.753670	2.969841	10.931873	36.053858	11.147136	36.268071	10.056230	34.779741	
10	-11.133310	13.987625	-10.867815	14.254170	-21.674561	3.048949	10.876055	35.998040	11.141550	36.262485	10.045173	34.768683	
11	-11.127149	13.993786	-10.806256	14.315728	-21.587304	3.136207	10.814496	35.936481	11.135389	36.256324	10.032978	34.756488	
12	-11.120417	14.000519	-10.738998	14.382987	-21.491951	3.231560	10.747237	35.869222	11.128656	36.249591	10.019653	34.743164	
13	-11.113116	14.007819	-10.666083	14.455902	-21.388559	3.334951	10.674322	35.796307	11.121356	36.242291	10.005208	34.728718	
14	-11.105253	14.015683	-10.587560	14.534425	-21.277193	3.446318	10.595800	35.717785	11.113492	36.234427	9.989651	34.713161	
15	-11.096831	14.024105	-10.503482	14.618503	-21.157919	3.565591	10.511722	35.633706	11.105070	36.226005	9.972992	34.696503	
