#    itr              mu            ntot            mtot            etot
       1      -18.539062        1.799896        0.898818      -49.747479
       2        2.957573        1.800049       -0.765601      -10.076563
       3        3.337815        1.799774        0.689102       -8.426773
       4        3.241892        1.800385       -0.610830       -7.579932
       5        3.139524        1.799927        0.526978       -6.806794
       6        2.757980        1.800659       -0.472089       -6.084931
       7        2.587184        1.800873        0.408432       -5.657061
       8        2.424175        1.799927       -0.341064       -5.243924
       9        2.292032        1.800659        0.281372       -4.885894
      10        2.230774        1.800781       -0.227722       -4.617309
      11        2.149046        1.800049        0.181946       -4.426200
      12        2.109577        1.800659       -0.146118       -4.299263
      13        2.063119        1.799194        0.116333       -4.215877
      14        2.043182        1.800873       -0.093735       -4.169277
      15        2.053764        1.800415        0.074951       -4.124809
      16        2.049900        1.799194       -0.060669       -4.108471
      17        2.017777        1.799438        0.046875       -4.104006
      18        2.019652        1.799683       -0.037231       -4.091590
      19        2.019388        1.799194        0.031616       -4.085168
      20        2.022849        1.799927       -0.025635       -4.084583
      21        2.029715        1.799927        0.020020       -4.076557
      22        2.023229        1.799683       -0.015259       -4.075463
      23        2.030471        1.800903        0.010254       -4.073667
      24        2.028740        1.799927       -0.008057       -4.065613
      25        2.033368        1.799438        0.006348       -4.073390
      26        2.034443        1.800415       -0.004883       -4.074936
      27        2.036560        1.800415        0.003906       -4.067531
      28        2.032630        1.800415       -0.003418       -4.067471
