# n = 2.9 U  = 13.0 J = 3.250 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       31.999903        2.900269        0.219849       70.375443
       2       32.107303        2.900024        0.067139       70.935120
       3       32.123003        2.900024        0.020264       70.959842
       4       32.116003        2.900024        0.007080       70.967248
       5       32.116304        2.900269        0.003052       70.974195
       6       32.118504        2.900024        0.000977       70.975032
       7       32.116904        2.900024        0.000488       70.967026
       8       32.116604        2.900024        0.000000       70.967026
       9       32.114604        2.900024        0.000000       70.967026
      10       32.114604        2.900024        0.000000       70.967026
