#    itr              mu            ntot            mtot            etot
       1       79.751000        4.599487        0.493042      320.945487
       2       79.861000        4.599976        0.432007      321.278443
       3       79.986000        4.600220        0.388672      321.549342
       4       80.079000        4.599365        0.348938      321.642436
       5       80.113000        4.599121        0.317078      321.685975
       6       80.137000        4.599121        0.288513      321.761442
       7       80.167000        4.599121        0.264832      321.841480
       8       80.174000        4.599365        0.245178      321.921757
       9       80.189000        4.599854        0.227356      322.028614
      10       80.198000        4.599121        0.211365      322.045479
      11       80.190000        4.599854        0.196594      322.086130
      12       80.201000        4.599365        0.181946      322.130504
      13       80.183000        4.599365        0.168274      322.123716
      14       80.161000        4.599731        0.152710      322.178056
      15       80.177000        4.599976        0.136230      322.249844
      16       80.175000        4.599976        0.121338      322.291876
      17       80.162000        4.599487        0.108154      322.271376
      18       80.161000        4.599243        0.096313      322.231428
      19       80.157000        4.599731        0.083862      322.264462
      20       80.160000        4.599976        0.074463      322.330645
      21       80.165000        4.599487        0.066162      322.316113
      22       80.151000        4.599487        0.057861      322.286005
      23       80.152000        4.599243        0.050659      322.272155
      24       80.150000        4.599487        0.045654      322.277212
      25       80.161000        4.599976        0.040283      322.336400
      26       80.164000        4.599243        0.034546      322.315369
      27       80.158000        4.599487        0.031982      322.284332
      28       80.162000        4.599243        0.027466      322.283279
      29       80.151000        4.599487        0.023193      322.285849
      30       80.151000        4.599243        0.019409      322.285416
      31       80.145000        4.599487        0.016113      322.287574
      32       80.158000        4.599243        0.013794      322.286370
      33       80.149000        4.599243        0.011841      322.268384
      34       80.151000        4.599731        0.010620      322.308110
      35       80.156000        4.599487        0.008789      322.324017
      36       80.151000        4.599976        0.007568      322.345825
      37       80.157000        4.600464        0.006348      322.420888
      38       80.162000        4.599731        0.005005      322.397604
      39       80.150000        4.599487        0.004150      322.324930
      40       80.148000        4.599487        0.003662      322.306972
      41       80.148000        4.599487        0.002197      322.307149
      42       80.154000        4.599976        0.000977      322.345999
      43       80.160000        4.599487        0.000732      322.342875
      44       80.153000        4.599487        0.000732      322.307208
      45       80.153000        4.599487        0.000732      322.307208
