#    itr              mu            ntot            mtot            etot
       1       -3.870000        2.499573        2.499573      -35.415412
       2        5.631000        2.499146       -0.945313       -4.193886
       3        5.740000        2.499146        0.339844       -2.156165
       4        5.734000        2.499146       -0.123047       -1.865354
       5        5.738000        2.499146        0.044434       -1.827857
       6        5.751000        2.499146       -0.014648       -1.823054
       7        5.775000        2.499878        0.006592       -1.818189
       8        5.777000        2.499390       -0.002197       -1.815648
       9        5.768000        2.500122        0.000488       -1.814817
      10        5.766000        2.499146       -0.000488       -1.815014
      11        5.763000        2.499146        0.000488       -1.822102
