# n = 0.9 U  = 16.0 J = 4.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1        2.916190        0.900146        0.156677       -0.163148
       2        2.833843        0.900146        0.127136       -0.088096
       3        2.845343        0.899902        0.108459       -0.063591
       4        2.826343        0.899902        0.096252       -0.048389
       5        2.834864        0.900146        0.086853       -0.037327
       6        2.831230        0.900146        0.080261       -0.026761
       7        2.832230        0.899902        0.075500       -0.022509
       8        2.828230        0.899902        0.071838       -0.022023
       9        2.832130        0.899902        0.067932       -0.020013
      10        2.834130        0.899902        0.063782       -0.017321
      11        2.840314        0.900146        0.061218       -0.014781
      12        2.842614        0.899902        0.059387       -0.011048
      13        2.835073        0.900146        0.058289       -0.012213
      14        2.836966        0.900146        0.057800       -0.008683
      15        2.836071        0.900146        0.056824       -0.008411
      16        2.839720        0.900146        0.055847       -0.007875
      17        2.843100        0.900146        0.055359       -0.007345
      18        2.844500        0.899902        0.054504       -0.007776
      19        2.839200        0.899902        0.054016       -0.010229
      20        2.838300        0.899902        0.053528       -0.009974
      21        2.835900        0.899902        0.053040       -0.009719
      22        2.836500        0.899902        0.052551       -0.009467
      23        2.836100        0.899902        0.052551       -0.009217
      24        2.836100        0.899902        0.052551       -0.009217
