#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-8.757416	-8.757416	-8.757416	-8.757416	-19.009888	-19.009888	
1	-8.757115	-8.757115	-8.754404	-8.754404	-19.005671	-19.005671	
2	-8.756211	-8.756211	-8.745370	-8.745370	-18.993024	-18.993024	
3	-8.754706	-8.754706	-8.730320	-8.730320	-18.971954	-18.971954	
4	-8.752600	-8.752600	-8.709263	-8.709263	-18.942474	-18.942474	
5	-8.749895	-8.749895	-8.682211	-8.682211	-18.904601	-18.904601	
6	-8.746592	-8.746592	-8.649181	-8.649181	-18.858359	-18.858359	
7	-8.742693	-8.742693	-8.610192	-8.610192	-18.803775	-18.803775	
8	-8.738201	-8.738201	-8.565269	-8.565269	-18.740882	-18.740882	
9	-8.733118	-8.733118	-8.514437	-8.514437	-18.669718	-18.669718	
10	-8.727447	-8.727447	-8.457728	-8.457728	-18.590325	-18.590325	
11	-8.721192	-8.721192	-8.395176	-8.395176	-18.502753	-18.502753	
12	-8.714356	-8.714356	-8.326819	-8.326819	-18.407052	-18.407052	
13	-8.706944	-8.706944	-8.252698	-8.252698	-18.303282	-18.303282	
14	-8.698960	-8.698960	-8.172856	-8.172856	-18.191505	-18.191505	
15	-8.690409	-8.690409	-8.087344	-8.087344	-18.071787	-18.071787	
16	-8.681295	-8.681295	-7.996211	-7.996211	-17.944201	-17.944201	
17	-8.671626	-8.671626	-7.899513	-7.899513	-17.808824	-17.808824	
18	-8.661405	-8.661405	-7.797309	-7.797309	-17.665738	-17.665738	
19	-8.650640	-8.650640	-7.689659	-7.689659	-17.515028	-17.515028	
20	-8.639337	-8.639337	-7.576628	-7.576628	-17.356785	-17.356785	
21	-8.627503	-8.627503	-7.458286	-7.458286	-17.191106	-17.191106	
22	-8.615144	-8.615144	-7.334702	-7.334702	-17.018088	-17.018088	
23	-8.602269	-8.602269	-7.205951	-7.205951	-16.837838	-16.837838	
24	-8.588885	-8.588885	-7.072112	-7.072112	-16.650462	-16.650462	
25	-8.575001	-8.575001	-6.933264	-6.933264	-16.456075	-16.456075	
26	-8.560623	-8.560623	-6.789491	-6.789491	-16.254793	-16.254793	
27	-8.545762	-8.545762	-6.640880	-6.640880	-16.046738	-16.046738	
28	-8.530426	-8.530426	-6.487520	-6.487520	-15.832034	-15.832034	
29	-8.514625	-8.514625	-6.329504	-6.329504	-15.610812	-15.610812	
30	-8.498367	-8.498367	-6.166927	-6.166927	-15.383203	-15.383203	
31	-8.481663	-8.481663	-5.999887	-5.999887	-15.149347	-15.149347	
32	-8.464523	-8.464523	-5.828484	-5.828484	-14.909383	-14.909383	
33	-8.446956	-8.446956	-5.652821	-5.652821	-14.663455	-14.663455	
34	-8.428975	-8.428975	-5.473005	-5.473005	-14.411713	-14.411713	
35	-8.410589	-8.410589	-5.289144	-5.289144	-14.154307	-14.154307	
