#    itr              mu            ntot            mtot            etot
       1       50.754000        4.399170        0.191956      179.279980
       2       50.735000        4.399902        0.108337      179.426335
       3       50.740000        4.400269        0.061768      179.524421
       4       50.722000        4.399048        0.035522      179.493874
       5       50.713000        4.399048        0.020386      179.445947
       6       50.713000        4.400269        0.011719      179.509825
       7       50.728000        4.399048        0.006470      179.502414
       8       50.710000        4.399536        0.004028      179.473338
       9       50.718000        4.399292        0.002441      179.482621
      10       50.711000        4.399292        0.001465      179.471794
      11       50.712000        4.399292        0.000977      179.471876
      12       50.714000        4.399292        0.000977      179.471803
      13       50.714000        4.399292        0.000977      179.471803
