#    itr              mu            ntot            mtot            etot
       1       -4.921875        2.499695        1.249942      -38.158438
       2        6.806686        2.499969       -0.914731       -6.103315
       3        6.677122        2.500641        0.578537       -2.743835
       4        6.719406        2.499207       -0.344140       -0.596412
       5        6.780624        2.500427        0.200897        0.302034
       6        6.779814        2.499542       -0.120299        0.629163
       7        6.784509        2.499176        0.070572        0.727390
       8        6.812615        2.500580       -0.040512        0.773079
       9        6.788952        2.500610        0.023438        0.798751
      10        6.806542        2.500458       -0.013901        0.803031
      11        6.804541        2.500580        0.007553        0.803723
      12        6.824871        2.500305       -0.004974        0.803293
      13        6.826020        2.500580        0.003922        0.802972
      14        6.821678        2.500549       -0.002930        0.805119
      15        6.822279        2.500580        0.001968        0.805061
