#    itr              mu            ntot            mtot            etot
       1       41.794922        4.699188        0.649970       58.638166
       2       18.933385        4.699249       -0.571496       41.292274
       3       18.949144        4.700043        0.522604       41.745046
       4       18.983323        4.700897       -0.488398       42.002857
       5       19.037033        4.699646        0.461758       42.169745
       6       19.058662        4.700073       -0.440907       42.279968
       7       19.081516        4.699982        0.420374       42.364526
       8       19.110079        4.699371       -0.404766       42.449297
       9       19.118159        4.700195        0.389878       42.534970
      10       19.135536        4.699677       -0.376582       42.570567
      11       19.158317        4.699554        0.364642       42.630805
      12       19.169082        4.699036       -0.353901       42.656582
      13       19.176011        4.699890        0.342293       42.695827
      14       19.187762        4.700012       -0.330619       42.755005
      15       19.200167        4.699738        0.318982       42.781803
      16       19.217705        4.700500       -0.306489       42.831508
      17       19.242896        4.700378        0.295058       42.886023
      18       19.258370        4.699829       -0.282251       42.897092
      19       19.265790        4.699036        0.268058       42.915704
      20       19.273619        4.700500       -0.251971       42.973334
      21       19.281880        4.700500        0.231938       43.034539
      22       19.290597        4.700226       -0.211302       43.079298
      23       19.286399        4.699585        0.190748       43.102400
      24       19.295365        4.700562       -0.171263       43.149176
      25       19.318226        4.700073        0.153158       43.186467
      26       19.324476        4.700806       -0.134790       43.217915
      27       19.326596        4.699097        0.119734       43.222647
      28       19.328832        4.699829       -0.105606       43.232597
      29       19.326715        4.699097        0.092500       43.240560
      30       19.326720        4.700073       -0.081882       43.257541
      31       19.337911        4.699341        0.070161       43.266976
      32       19.340765        4.700562       -0.062659       43.288625
      33       19.348254        4.699341        0.056561       43.285164
      34       19.333756        4.699982       -0.049469       43.286868
      35       19.336383        4.700562        0.042715       43.307211
      36       19.343631        4.700073       -0.037350       43.307910
      37       19.346798        4.699341        0.030919       43.290152
      38       19.341180        4.699585       -0.027014       43.287807
      39       19.344213        4.700562        0.024831       43.310408
      40       19.342934        4.699554       -0.023346       43.306844
      41       19.341585        4.700317        0.021500       43.306944
      42       19.340162        4.699341       -0.020069       43.296696
      43       19.343140        4.700562        0.018219       43.308715
      44       19.346280        4.700806       -0.017287       43.327425
      45       19.342874        4.699829        0.015611       43.313291
      46       19.341522        4.700104       -0.014818       43.312975
      47       19.340096        4.699341        0.013231       43.296111
      48       19.343070        4.700806       -0.013940       43.313370
