#    itr              mu            ntot            mtot            etot
       1       47.803711        3.999756        0.998780       31.738872
       2       18.339833        4.000183       -0.960850       35.615789
       3       18.389706        4.000092        0.932785       36.167467
       4       18.451089        4.000458       -0.913604       36.559044
       5       18.490656        4.000854        0.900177       36.848095
       6       18.519769        3.999817       -0.891009       37.018083
       7       18.529209        4.000458        0.882767       37.127760
       8       18.539193        3.999054       -0.875713       37.246797
       9       18.532624        3.999939        0.868317       37.304858
      10       18.551365        4.000977       -0.863849       37.427126
      11       18.566910        4.000153        0.860886       37.501756
      12       18.579066        4.000793       -0.860098       37.541519
      13       18.591923        4.000153        0.860367       37.563460
