#    itr              mu            ntot            mtot            etot
       1      -20.200195        1.699921        0.849315      -49.262771
       2        2.028925        1.699219       -0.716839      -10.433224
       3        2.455754        1.700623        0.647278       -8.896760
       4        2.411093        1.700592       -0.573586       -8.160451
       5        2.105616        1.699463        0.527679       -7.464583
       6        1.943465        1.700928       -0.493591       -7.063585
       7        1.916414        1.700439        0.453308       -6.777751
       8        1.804190        1.700958       -0.409134       -6.479761
       9        1.646076        1.700684        0.360779       -6.182559
      10        1.504145        1.699341       -0.310059       -5.905692
      11        1.390338        1.699829        0.262695       -5.662308
      12        1.280798        1.700073       -0.223267       -5.458886
      13        1.237265        1.700317        0.186279       -5.317142
      14        1.186326        1.700073       -0.154175       -5.205147
      15        1.152895        1.699585        0.127808       -5.128661
      16        1.137155        1.700806       -0.106445       -5.077270
      17        1.114387        1.699585        0.087769       -5.034055
      18        1.108124        1.699585       -0.072876       -5.016432
      19        1.108269        1.699768        0.058502       -4.998787
      20        1.096227        1.699097       -0.047241       -4.985381
      21        1.082554        1.699829        0.040283       -4.980686
      22        1.083522        1.700317       -0.031982       -4.970565
      23        1.085786        1.699341        0.025635       -4.963993
      24        1.093767        1.699829       -0.021484       -4.967801
      25        1.101758        1.700562        0.017700       -4.961951
      26        1.100263        1.699188       -0.015854       -4.956516
      27        1.096626        1.699341        0.014404       -4.966385
      28        1.099118        1.699829       -0.012695       -4.964432
      29        1.096495        1.699341        0.011963       -4.961041
      30        1.091598        1.699341       -0.011475       -4.964459
