#    itr              mu            ntot            mtot            etot
       1       17.226562        3.399139        1.298996       -8.036786
       2        9.071980        3.400146       -0.607560        1.493791
       3       10.019029        3.400940        0.283051        4.132276
       4       10.243292        3.399414       -0.128153        4.711790
       5       10.317464        3.400452        0.056048        4.843585
       6       10.309264        3.399780       -0.025222        4.869971
       7       10.318374        3.399872        0.011505        4.871661
       8       10.328471        3.400330       -0.006317        4.878243
       9       10.321443        3.399658        0.002838        4.878582
      10       10.322770        3.400238       -0.002045        4.875637
      11       10.324239        3.400696        0.001373        4.884229
