#    itr              mu            ntot            mtot            etot
       1      -16.990723        1.299500        0.649750      -30.850009
       2       -3.812487        1.300171       -0.407593      -11.383598
       3       -4.116932        1.300049        0.269470      -10.561156
       4       -4.352391        1.299927       -0.177490      -10.241774
       5       -4.505626        1.299927        0.114746      -10.103593
       6       -4.564723        1.299927       -0.073730      -10.042473
       7       -4.575680        1.300171        0.046753      -10.018151
       8       -4.584690        1.300659       -0.030640      -10.008682
       9       -4.597553        1.299927        0.019287       -9.999535
      10       -4.602675        1.299805       -0.011945       -9.999412
      11       -4.606887        1.299194        0.007690       -9.996371
      12       -4.604875        1.299927       -0.005127      -10.001459
      13       -4.597749        1.299927        0.004150       -9.998963
      14       -4.600103        1.299438       -0.003418       -9.996679
