#    itr              mu            ntot            mtot            etot
       1       49.875000        4.100128        0.947709       39.803746
       2       19.270782        4.099701       -0.932367       39.717140
       3       19.310112        4.100159        0.924774       39.985591
       4       19.306976        4.100403       -0.917538       40.089664
       5       19.334955        4.100128        0.913345       40.196898
       6       19.328695        4.099976       -0.910515       40.235669
       7       19.357895        4.099274        0.907639       40.283950
       8       19.361842        4.100189       -0.906333       40.333809
       9       19.339108        4.100250        0.903671       40.325998
      10       19.346505        4.099854       -0.902401       40.353220
      11       19.367746        4.100006        0.900711       40.406880
      12       19.354295        4.100372       -0.901298       40.415410
