#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-3.180443	-3.125893	-3.180443	-3.125893	-14.358780	-14.303391	
1	-3.180142	-3.125591	-3.177431	-3.122881	-14.354563	-14.299174	
2	-3.179238	-3.124688	-3.168397	-3.113847	-14.341916	-14.286527	
3	-3.177733	-3.123183	-3.153347	-3.098797	-14.320846	-14.265457	
4	-3.175628	-3.121077	-3.132290	-3.077740	-14.291366	-14.235977	
5	-3.172922	-3.118372	-3.105238	-3.050688	-14.253493	-14.198104	
6	-3.169619	-3.115069	-3.072208	-3.017658	-14.207251	-14.151862	
7	-3.165720	-3.111170	-3.033219	-2.978669	-14.152667	-14.097277	
8	-3.161228	-3.106678	-2.988296	-2.933745	-14.089774	-14.034384	
9	-3.156145	-3.101595	-2.937464	-2.882914	-14.018610	-13.963220	
10	-3.150474	-3.095924	-2.880755	-2.826205	-13.939217	-13.883828	
11	-3.144219	-3.089669	-2.818203	-2.763653	-13.851645	-13.796255	
12	-3.137383	-3.082833	-2.749846	-2.695296	-13.755945	-13.700555	
13	-3.129971	-3.075421	-2.675725	-2.621174	-13.652174	-13.596785	
14	-3.121987	-3.067437	-2.595883	-2.541333	-13.540397	-13.485007	
15	-3.113436	-3.058885	-2.510371	-2.455821	-13.420679	-13.365290	
16	-3.104322	-3.049772	-2.419238	-2.364688	-13.293093	-13.237704	
17	-3.094653	-3.040102	-2.322540	-2.267990	-13.157716	-13.102327	
18	-3.084432	-3.029882	-2.220336	-2.165786	-13.014630	-12.959241	
19	-3.073667	-3.019117	-2.112686	-2.058136	-12.863920	-12.808531	
20	-3.062364	-3.007814	-1.999655	-1.945105	-12.705678	-12.650288	
21	-3.050530	-2.995980	-1.881313	-1.826763	-12.539998	-12.484608	
22	-3.038171	-2.983621	-1.757729	-1.703179	-12.366980	-12.311591	
23	-3.025296	-2.970746	-1.628978	-1.574428	-12.186730	-12.131340	
24	-3.011912	-2.957362	-1.495139	-1.440589	-11.999354	-11.943965	
25	-2.998028	-2.943477	-1.356291	-1.301741	-11.804967	-11.749578	
26	-2.983650	-2.929100	-1.212518	-1.157968	-11.603685	-11.548296	
27	-2.968789	-2.914239	-1.063907	-1.009357	-11.395630	-11.340240	
28	-2.953453	-2.898903	-0.910547	-0.855997	-11.180926	-11.125537	
29	-2.937652	-2.883101	-0.752531	-0.697981	-10.959704	-10.904314	
30	-2.921394	-2.866844	-0.589954	-0.535404	-10.732096	-10.676706	
31	-2.904690	-2.850140	-0.422914	-0.368363	-10.498239	-10.442850	
32	-2.887550	-2.832999	-0.251511	-0.196960	-10.258275	-10.202885	
33	-2.869983	-2.815433	-0.075848	-0.021298	-10.012348	-9.956958	
34	-2.852002	-2.797452	0.103968	0.158518	-9.760605	-9.705216	
35	-2.833616	-2.779065	0.287829	0.342379	-9.503200	-9.447810	
36	-2.814836	-2.760286	0.475624	0.530175	-9.240286	-9.184896	
37	-2.795674	-2.741124	0.667241	0.721791	-8.972022	-8.916633	
38	-2.776142	-2.721592	0.862564	0.917114	-8.698570	-8.643181	
