#    itr              mu            ntot            mtot            etot
       1       86.208000        5.899231        0.100769      248.783124
       2       35.171000        5.899292       -0.072632      143.907842
       3       35.157000        5.899780        0.051392      143.933550
       4       35.157000        5.899658       -0.036133      143.943854
       5       35.156000        5.899170        0.024902      143.925022
       6       35.156000        5.899170       -0.018555      143.913716
       7       35.151000        5.899414        0.013916      143.922562
       8       35.156000        5.899658       -0.010742      143.937300
       9       35.158000        5.899658        0.005859      143.943376
      10       35.149000        5.899902       -0.003662      143.952024
      11       35.156000        5.899414        0.003174      143.940877
      12       35.154000        5.899414       -0.002197      143.928888
      13       35.155000        5.899414        0.001221      143.928894
      14       35.156000        5.899414       -0.000244      143.928896
      15       35.153000        5.899170       -0.000000      143.920314
      16       35.151000        5.899170        0.000000      143.914318
      17       35.151000        5.899170        0.000000      143.914318
