#    itr              mu            ntot            mtot            etot
       1       44.311000        4.399109        1.600891       46.883873
       2       18.952000        4.399048       -1.081543       40.561267
       3       19.368000        4.399658        0.747681       41.544775
       4       19.529000        4.399414       -0.525269       41.981919
       5       19.569000        4.399414        0.378296       42.183687
       6       19.569000        4.399414       -0.269409       42.280601
       7       19.545000        4.399292        0.183105       42.329040
       8       19.545000        4.399292       -0.128906       42.355006
       9       19.537000        4.400269        0.090332       42.386191
      10       19.543000        4.399292       -0.062500       42.385502
      11       19.532000        4.399292        0.038574       42.375922
      12       19.533000        4.399048       -0.027100       42.372753
      13       19.540000        4.399292        0.021484       42.375050
      14       19.540000        4.399292       -0.015625       42.378374
      15       19.540000        4.399536        0.012451       42.383283
      16       19.538000        4.399536       -0.011475       42.386529
      17       19.538000        4.399048        0.009033       42.377038
      18       19.539000        4.399780       -0.007324       42.385135
      19       19.541000        4.399292        0.006836       42.385031
      20       19.541000        4.399536       -0.006592       42.383553
      21       19.542000        4.399048        0.006104       42.377157
      22       19.539000        4.399048       -0.006104       42.370878
      23       19.539000        4.399048        0.006104       42.370878
