#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-10.002421	-7.137125	-10.002421	-7.137125	-20.667028	-18.060217	12.002848	14.868143	12.002848	14.868143	11.334264	13.941076	
1	-10.002119	-7.136824	-9.999409	-7.134114	-20.662812	-18.056000	11.999837	14.865132	12.002547	14.867842	11.333662	13.940474	
2	-10.001216	-7.135921	-9.990378	-7.125083	-20.650165	-18.043353	11.990805	14.856101	12.001644	14.866939	11.331856	13.938667	
3	-9.999712	-7.134416	-9.975332	-7.110036	-20.629095	-18.022284	11.975759	14.841054	12.000139	14.865434	11.328846	13.935658	
4	-9.997606	-7.132311	-9.954279	-7.088984	-20.599616	-17.992804	11.954707	14.820002	11.998034	14.863329	11.324635	13.931447	
5	-9.994902	-7.129606	-9.927234	-7.061939	-20.561744	-17.954933	11.927661	14.792957	11.995329	14.860625	11.319226	13.926038	
6	-9.991600	-7.126304	-9.894212	-7.028916	-20.515503	-17.908691	11.894639	14.759934	11.992027	14.857322	11.312621	13.919433	
7	-9.987702	-7.122406	-9.855233	-6.989937	-20.460920	-17.854108	11.855660	14.720955	11.988129	14.853424	11.304825	13.911636	
8	-9.983210	-7.117915	-9.810320	-6.945025	-20.398028	-17.791217	11.810747	14.676043	11.983638	14.848933	11.295841	13.902653	
9	-9.978128	-7.112833	-9.759501	-6.894206	-20.326866	-17.720054	11.759929	14.625224	11.978556	14.843851	11.285677	13.892488	
10	-9.972459	-7.107164	-9.702807	-6.837511	-20.247476	-17.640664	11.703234	14.568529	11.972886	14.838182	11.274337	13.881148	
11	-9.966205	-7.100910	-9.640271	-6.774975	-20.159905	-17.553093	11.640698	14.505994	11.966633	14.831928	11.261829	13.868640	
12	-9.959371	-7.094076	-9.571931	-6.706636	-20.064207	-17.457396	11.572358	14.437654	11.959798	14.825094	11.248159	13.854971	
13	-9.951961	-7.086665	-9.497829	-6.632534	-19.960439	-17.353628	11.498256	14.363552	11.952388	14.817684	11.233338	13.840149	
14	-9.943979	-7.078683	-9.418009	-6.552714	-19.848665	-17.241853	11.418436	14.283732	11.944406	14.809701	11.217372	13.824184	
15	-9.935429	-7.070134	-9.332519	-6.467224	-19.728950	-17.122138	11.332947	14.198242	11.935857	14.801152	11.200272	13.807084	
16	-9.926318	-7.061023	-9.241412	-6.376116	-19.601367	-16.994556	11.241839	14.107134	11.926746	14.792041	11.182049	13.788861	
17	-9.916651	-7.051356	-9.144741	-6.279445	-19.465994	-16.859182	11.145168	14.010464	11.917078	14.782374	11.162713	13.769524	
18	-9.906433	-7.041138	-9.042565	-6.177270	-19.322911	-16.716099	11.042993	13.908288	11.906860	14.772156	11.142276	13.749087	
19	-9.895671	-7.030375	-8.934947	-6.069651	-19.172205	-16.565393	10.935374	13.800669	11.896098	14.761393	11.120750	13.727561	
20	-9.884370	-7.019075	-8.821950	-5.956654	-19.013966	-16.407155	10.822377	13.687673	11.884798	14.750093	11.098148	13.704959	
21	-9.872539	-7.007244	-8.703643	-5.838348	-18.848291	-16.241479	10.704070	13.569366	11.872966	14.738262	11.074483	13.681295	
22	-9.860184	-6.994888	-8.580098	-5.714802	-18.675278	-16.068467	10.580525	13.445820	11.860611	14.725906	11.049771	13.656583	
23	-9.847312	-6.982016	-8.451389	-5.586093	-18.495032	-15.888221	10.451816	13.317111	11.847739	14.713034	11.024026	13.630837	
24	-9.833931	-6.968636	-8.317593	-5.452298	-18.307662	-15.700851	10.318020	13.183316	11.834358	14.699654	10.997263	13.604075	
25	-9.820050	-6.954754	-8.178792	-5.313497	-18.113280	-15.506469	10.179219	13.044515	11.820477	14.685772	10.969499	13.576310	
26	-9.805676	-6.940381	-8.035070	-5.169774	-17.912004	-15.305193	10.035497	12.900792	11.806103	14.671399	10.940750	13.547562	
27	-9.790819	-6.925523	-7.886512	-5.021217	-17.703955	-15.097143	9.886939	12.752235	11.791246	14.656541	10.911034	13.517845	
28	-9.775486	-6.910191	-7.733210	-4.867914	-17.489257	-14.882446	9.733637	12.598932	11.775914	14.641209	10.880368	13.487180	
29	-9.759689	-6.894393	-7.575255	-4.709959	-17.268041	-14.661230	9.575682	12.440977	11.760116	14.625411	10.848771	13.455583	
30	-9.743435	-6.878140	-7.412743	-4.547448	-17.040440	-14.433629	9.413170	12.278466	11.743862	14.609158	10.816263	13.423074	
31	-9.726735	-6.861440	-7.245772	-4.380477	-16.806591	-14.199779	9.246200	12.111495	11.727163	14.592458	10.782862	13.389674	
32	-9.709599	-6.844304	-7.074444	-4.209148	-16.566634	-13.959822	9.074871	11.940167	11.710027	14.575322	10.748589	13.355400	
33	-9.692038	-6.826742	-6.898861	-4.033566	-16.320715	-13.713903	8.899289	11.764584	11.692465	14.557760	10.713464	13.320276	
