#    itr              mu            ntot            mtot            etot
       1       48.105000        4.199219        0.182556      160.767438
       2       48.133000        4.199219        0.108337      160.909668
       3       48.149000        4.199219        0.068298      160.950087
       4       48.138000        4.199463        0.048889      160.978160
       5       48.148000        4.199219        0.036316      160.983198
       6       48.138000        4.199463        0.027649      160.988053
       7       48.135000        4.199463        0.022034      161.000161
       8       48.128000        4.199341        0.017944      160.995214
       9       48.124000        4.199097        0.013184      160.978875
      10       48.118000        4.199097        0.009033      160.969085
      11       48.116000        4.199585        0.007568      160.992889
      12       48.123000        4.199097        0.006348      160.989979
      13       48.120000        4.199097        0.005371      160.969529
      14       48.118000        4.199829        0.004517      161.004782
      15       48.126000        4.200562        0.003174      161.070829
      16       48.134000        4.199585        0.001709      161.054607
      17       48.126000        4.199097        0.000977      160.990104
      18       48.123000        4.199585        0.000244      160.993105
      19       48.126000        4.199097        0.000000      160.990120
      20       48.120000        4.199097        0.000000      160.969614
      21       48.120000        4.199097        0.000000      160.969614
