#    itr              mu            ntot            mtot            etot
       1       44.696777        5.600708        0.199486      103.079221
       2       21.501674        5.600769       -0.161334       61.112853
       3       21.425150        5.600403        0.132547       61.162854
       4       21.390059        5.599792       -0.113179       61.171689
       5       21.365755        5.599792        0.098498       61.183957
       6       21.345260        5.599548       -0.087705       61.189821
       7       21.333714        5.600464        0.079175       61.214206
       8       21.331535        5.599487       -0.072153       61.207839
       9       21.331732        5.600464        0.065432       61.222736
      10       21.331938        5.600220       -0.058817       61.231807
      11       21.334015        5.599976        0.052614       61.227674
      12       21.331851        5.599243       -0.047930       61.209432
      13       21.329581        5.600952        0.043110       61.242621
      14       21.332163        5.599487       -0.040383       61.230927
      15       21.327427        5.600464        0.034916       61.236762
      16       21.329902        5.600708       -0.033229       61.253429
      17       21.332500        5.600464        0.030120       61.253153
      18       21.331503        5.600708       -0.026812       61.255426
      19       21.329216        5.600708        0.023461       61.259016
      20       21.326817        5.600952       -0.021289       61.264978
      21       21.330503        5.599731        0.019333       61.241782
      22       21.328167        5.599731       -0.017925       61.228861
      23       21.330679        5.600708        0.015451       61.250066
      24       21.328351        5.599487       -0.012344       61.234541
      25       21.320946        5.599731        0.011719       61.226065
      26       21.323102        5.600220       -0.010819       61.239106
