#    itr              mu            ntot            mtot            etot
       1       61.240000        4.299133        1.700867       61.523697
       2       23.115000        4.299255       -1.482727       58.387212
       3       23.312000        4.299194        1.327393       59.284432
       4       23.500000        4.299194       -1.209229       59.859071
       5       23.638000        4.299194        1.114502       60.259512
       6       23.750000        4.299927       -1.033691       60.573533
       7       23.866000        4.299316        0.960327       60.807714
       8       23.959000        4.299072       -0.897095       60.989399
       9       24.020000        4.299072        0.839478       61.145070
      10       24.079000        4.299072       -0.792114       61.281885
      11       24.121000        4.299316        0.749390       61.393982
      12       24.153000        4.299316       -0.712769       61.489057
      13       24.189000        4.299072        0.677368       61.557187
      14       24.209000        4.299072       -0.650024       61.621213
      15       24.228000        4.299072        0.622192       61.671816
      16       24.244000        4.299805       -0.600952       61.738872
      17       24.266000        4.299316        0.583374       61.776684
      18       24.259000        4.299072       -0.567993       61.791461
      19       24.269000        4.299072        0.548950       61.812010
      20       24.283000        4.299316       -0.534058       61.847936
      21       24.291000        4.299072        0.519165       61.869181
      22       24.295000        4.299316       -0.507202       61.893048
      23       24.301000        4.299072        0.500610       61.908910
      24       24.304000        4.299316       -0.494995       61.919938
      25       24.304000        4.299316        0.487183       61.932331
      26       24.312000        4.299072       -0.479614       61.937378
      27       24.315000        4.299072        0.473755       61.943436
      28       24.323000        4.299316       -0.466187       61.957369
      29       24.319000        4.299072        0.457153       61.965887
      30       24.314000        4.299316       -0.450562       61.979429
      31       24.313000        4.299072        0.447876       61.986481
      32       24.316000        4.299072       -0.444946       61.985557
      33       24.319000        4.299561        0.442505       62.001224
      34       24.327000        4.299561       -0.441528       62.013106
      35       24.326000        4.299072        0.440063       62.002465
      36       24.323000        4.299072       -0.438110       61.995630
      37       24.324000        4.299561        0.436646       62.009909
      38       24.329000        4.299316       -0.436401       62.014586
      39       24.328000        4.299316        0.435425       62.010530
      40       24.329000        4.299561       -0.435181       62.017665
      41       24.330000        4.299072        0.434692       62.010460
      42       24.328000        4.299072       -0.434692       62.002346
      43       24.328000        4.299072        0.434692       62.002346
