#    itr              mu            ntot            mtot            etot
       1       23.132812        3.899445        1.049178        9.491202
       2       12.260584        3.900513       -0.564678       11.891878
       3       12.943073        3.900574        0.328401       13.791894
       4       13.173537        3.899811       -0.203722       14.324556
       5       13.285085        3.900024        0.125325       14.506517
       6       13.343834        3.900055       -0.079378       14.578329
       7       13.380523        3.900208        0.049667       14.609377
       8       13.377977        3.900574       -0.030045       14.625134
       9       13.387314        3.900848        0.019364       14.636529
      10       13.385316        3.900513       -0.011566       14.634091
      11       13.389204        3.900848        0.006775       14.643062
      12       13.393407        3.900513       -0.004745       14.635637
      13       13.391899        3.900787        0.002350       14.636710
      14       13.384219        3.899567       -0.001434       14.623680
      15       13.378947        3.899536        0.000412       14.611809
