#    itr              mu            ntot            mtot            etot
       1      -15.544922        1.699554        0.847810      -41.317135
       2        0.985586        1.699707       -0.605751      -10.854535
       3        0.446829        1.699493        0.441605       -9.122048
       4        0.069146        1.699097       -0.302612       -8.284010
       5       -0.174535        1.700073        0.203735       -7.798016
       6       -0.256930        1.700806       -0.135986       -7.559856
       7       -0.304413        1.699585        0.089722       -7.449415
       8       -0.315912        1.699585       -0.058228       -7.408340
       9       -0.339259        1.699829        0.039795       -7.387073
      10       -0.324352        1.699921       -0.025192       -7.377157
      11       -0.320741        1.699097        0.017456       -7.372384
      12       -0.330185        1.699341       -0.012939       -7.375529
      13       -0.332546        1.699097        0.009155       -7.373300
      14       -0.333137        1.700806       -0.006836       -7.374783
      15       -0.333284        1.700317        0.005615       -7.364717
      16       -0.338529        1.700806       -0.004395       -7.367573
      17       -0.345090        1.699341        0.003662       -7.364232
