#    itr              mu            ntot            mtot            etot
       1       66.892000        4.499023        0.344910      255.861088
       2       67.000000        4.499512        0.251404      256.158961
       3       67.087000        4.499023        0.192322      256.319743
       4       67.054000        4.499023        0.148376      256.371957
       5       67.042000        4.499634        0.113647      256.467109
       6       67.031000        4.499146        0.085571      256.504081
       7       67.024000        4.499390        0.064697      256.511710
       8       67.025000        4.499146        0.047485      256.521285
       9       67.020000        4.499146        0.035034      256.514177
      10       67.012000        4.499634        0.025757      256.549593
      11       67.029000        4.499390        0.019043      256.565227
      12       67.021000        4.499634        0.014526      256.567795
      13       67.028000        4.499390        0.010986      256.567061
      14       67.017000        4.499390        0.008057      256.552317
      15       67.014000        4.499146        0.005737      256.536277
      16       67.015000        4.499634        0.005005      256.554418
      17       67.021000        4.499146        0.004272      256.550854
      18       67.016000        4.499390        0.003418      256.537993
      19       67.018000        4.499390        0.002930      256.552588
      20       67.018000        4.499390        0.002930      256.552723
      21       67.018000        4.499390        0.002930      256.552723
