# n = 3.2 U  = 15.0 J = 3.750 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       41.964000        3.199097        0.307251      107.276224
       2       42.170000        3.199341        0.120117      108.101541
       3       42.214000        3.199097        0.045532      108.212092
       4       42.229000        3.199097        0.017700      108.225629
       5       42.217000        3.199097        0.007202      108.226637
       6       42.221000        3.199341        0.002686      108.238377
       7       42.222000        3.199341        0.001221      108.247965
       8       42.221000        3.199829        0.000977      108.268292
       9       42.229000        3.199829        0.000977      108.287924
      10       42.229000        3.199829        0.000977      108.287924
