#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	28.846326	7.728895	28.846425	7.728993	17.850880	-3.637401	51.062754	29.945323	51.062853	29.945422	50.028026	28.539745	
1	28.846625	7.729193	28.849408	7.731976	17.855083	-3.633198	51.059772	29.942340	51.062555	29.945124	50.027437	28.539156	
2	28.847519	7.730088	28.858353	7.740921	17.867690	-3.620591	51.050826	29.933395	51.061661	29.944229	50.025670	28.537389	
3	28.849009	7.731578	28.873256	7.755824	17.888694	-3.599587	51.035923	29.918492	51.060170	29.942739	50.022727	28.534446	
4	28.851095	7.733663	28.894107	7.776675	17.918081	-3.570200	51.015073	29.897641	51.058085	29.940654	50.018608	28.530327	
5	28.853773	7.736342	28.920893	7.803461	17.955834	-3.532447	50.988287	29.870855	51.055406	29.937975	50.013318	28.525037	
6	28.857044	7.739613	28.953596	7.836164	18.001929	-3.486352	50.955584	29.838152	51.052135	29.934704	50.006859	28.518577	
7	28.860905	7.743474	28.992196	7.874764	18.056340	-3.431942	50.916984	29.799552	51.048275	29.930843	49.999235	28.510954	
8	28.865353	7.747922	29.036669	7.919237	18.119031	-3.369250	50.872511	29.755079	51.043826	29.926395	49.990451	28.502170	
9	28.870387	7.752955	29.086985	7.969554	18.189967	-3.298314	50.822194	29.704763	51.038793	29.921361	49.980514	28.492233	
10	28.876002	7.758571	29.143114	8.025682	18.269102	-3.219179	50.766066	29.648634	51.033177	29.915746	49.969429	28.481148	
11	28.882196	7.764765	29.205019	8.087587	18.356390	-3.131891	50.704161	29.586729	51.026984	29.909552	49.957203	28.468922	
12	28.888965	7.771533	29.272661	8.155229	18.451777	-3.036504	50.636519	29.519087	51.020215	29.902783	49.943845	28.455564	
13	28.896304	7.778873	29.345996	8.228564	18.555205	-2.933076	50.563184	29.445752	51.012876	29.895444	49.929363	28.441082	
14	28.904210	7.786778	29.424978	8.307546	18.666611	-2.821670	50.484202	29.366770	51.004970	29.887539	49.913766	28.425485	
15	28.912677	7.795245	29.509556	8.392124	18.785928	-2.702353	50.399624	29.282192	50.996503	29.879072	49.897065	28.408783	
16	28.921700	7.804268	29.599676	8.482244	18.913082	-2.575199	50.309504	29.192072	50.987480	29.870048	49.879270	28.390988	
17	28.931274	7.813842	29.695279	8.577847	19.047997	-2.440284	50.213901	29.096469	50.977906	29.860474	49.860392	28.372111	
18	28.941393	7.823962	29.796304	8.678872	19.190590	-2.297692	50.112876	28.995444	50.967787	29.850355	49.840445	28.352164	
19	28.952051	7.834620	29.902686	8.785254	19.340774	-2.147507	50.006494	28.889062	50.957128	29.839697	49.819441	28.331159	
20	28.963242	7.845810	30.014356	8.896924	19.498458	-1.989823	49.894824	28.777392	50.945938	29.828506	49.797393	28.309112	
21	28.974958	7.857527	30.131240	9.013808	19.663546	-1.824735	49.777939	28.660508	50.934221	29.816790	49.774316	28.286035	
22	28.987193	7.869762	30.253264	9.135832	19.835938	-1.652344	49.655916	28.538484	50.921986	29.804555	49.750225	28.261944	
23	28.999939	7.882508	30.380346	9.262914	20.015527	-1.472754	49.528834	28.411402	50.909240	29.791809	49.725136	28.236855	
24	29.013189	7.895758	30.512403	9.394972	20.202206	-1.286075	49.396776	28.279345	50.895991	29.778559	49.699065	28.210784	
25	29.026934	7.909503	30.649349	9.531917	20.395860	-1.092422	49.259831	28.142399	50.882246	29.764814	49.672029	28.183748	
