#    itr              mu            ntot            mtot            etot
       1       37.636000        4.199219        0.109070      116.823758
       2       37.649000        4.199463        0.051331      116.890080
       3       37.643000        4.199219        0.028748      116.900160
       4       37.627000        4.199829        0.017212      116.918581
       5       37.623000        4.199097        0.009521      116.911095
       6       37.618000        4.199097        0.006348      116.888437
       7       37.620000        4.199829        0.003540      116.916071
       8       37.629000        4.200562        0.001709      116.966739
       9       37.637000        4.199097        0.000488      116.934688
      10       37.623000        4.199097        0.000244      116.888557
      11       37.623000        4.199097        0.000244      116.888562
      12       37.623000        4.199097        0.000244      116.888562
