# n = 4.2 U  = 9.0 J = 2.250 k = 128.0
#    itr              mu            ntot            mtot            etot
       1       37.380000        4.199219        0.369080      116.002089
       2       37.621000        4.199951        0.151184      116.777784
       3       37.655000        4.199219        0.071228      116.888074
       4       37.645000        4.199951        0.039124      116.915973
       5       37.640000        4.199951        0.023254      116.944953
       6       37.629000        4.199097        0.012207      116.914544
       7       37.614000        4.199097        0.007812      116.888297
       8       37.620000        4.199341        0.005249      116.897674
       9       37.623000        4.200073        0.002930      116.932960
      10       37.631000        4.199097        0.000977      116.919309
      11       37.625000        4.199341        0.000122      116.897743
      12       37.625000        4.199097        0.000244      116.896245
      13       37.623000        4.199097        0.000244      116.888562
      14       37.623000        4.199097        0.000244      116.888562
