#    itr              mu            ntot            mtot            etot
       1       65.105000        4.900146        0.297546      269.328917
       2       65.188000        4.899414        0.209290      269.535155
       3       65.256000        4.899292        0.145752      269.608464
       4       65.283000        4.899780        0.099365      269.685937
       5       65.307000        4.899048        0.068237      269.696875
       6       65.304000        4.899292        0.046875      269.682532
       7       65.312000        4.899536        0.032349      269.719902
       8       65.317000        4.899780        0.021484      269.751701
       9       65.321000        4.899292        0.015137      269.735818
      10       65.320000        4.899048        0.011108      269.692431
      11       65.313000        4.899292        0.008301      269.694649
      12       65.315000        4.899048        0.005981      269.692942
      13       65.312000        4.899780        0.003662      269.726408
      14       65.317000        4.899780        0.002686      269.769022
      15       65.318000        4.899292        0.001953      269.736972
      16       65.313000        4.899292        0.001465      269.709128
      17       65.315000        4.900269        0.000977      269.772742
      18       65.326000        4.899780        0.001221      269.797084
