#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-3.440643	-3.440643	-3.440643	-3.440643	-14.625732	-14.625732	
1	-3.440342	-3.440342	-3.437631	-3.437631	-14.621516	-14.621516	
2	-3.439439	-3.439439	-3.428598	-3.428598	-14.608869	-14.608869	
3	-3.437934	-3.437934	-3.413548	-3.413548	-14.587799	-14.587799	
4	-3.435828	-3.435828	-3.392491	-3.392491	-14.558319	-14.558319	
5	-3.433123	-3.433123	-3.365439	-3.365439	-14.520446	-14.520446	
6	-3.429820	-3.429820	-3.332408	-3.332408	-14.474204	-14.474204	
7	-3.425921	-3.425921	-3.293420	-3.293420	-14.419619	-14.419619	
8	-3.421429	-3.421429	-3.248496	-3.248496	-14.356726	-14.356726	
9	-3.416345	-3.416345	-3.197665	-3.197665	-14.285562	-14.285562	
10	-3.410675	-3.410675	-3.140956	-3.140956	-14.206170	-14.206170	
11	-3.404419	-3.404419	-3.078404	-3.078404	-14.118597	-14.118597	
12	-3.397584	-3.397584	-3.010047	-3.010047	-14.022897	-14.022897	
13	-3.390171	-3.390171	-2.935925	-2.935925	-13.919127	-13.919127	
14	-3.382187	-3.382187	-2.856084	-2.856084	-13.807349	-13.807349	
15	-3.373636	-3.373636	-2.770571	-2.770571	-13.687632	-13.687632	
16	-3.364523	-3.364523	-2.679439	-2.679439	-13.560046	-13.560046	
17	-3.354853	-3.354853	-2.582741	-2.582741	-13.424669	-13.424669	
18	-3.344633	-3.344633	-2.480536	-2.480536	-13.281583	-13.281583	
19	-3.333868	-3.333868	-2.372886	-2.372886	-13.130873	-13.130873	
20	-3.322565	-3.322565	-2.259856	-2.259856	-12.972630	-12.972630	
21	-3.310730	-3.310730	-2.141513	-2.141513	-12.806950	-12.806950	
22	-3.298372	-3.298372	-2.017929	-2.017929	-12.633933	-12.633933	
23	-3.285497	-3.285497	-1.889179	-1.889179	-12.453682	-12.453682	
24	-3.272113	-3.272113	-1.755339	-1.755339	-12.266307	-12.266307	
25	-3.258228	-3.258228	-1.616491	-1.616491	-12.071920	-12.071920	
26	-3.243851	-3.243851	-1.472719	-1.472719	-11.870638	-11.870638	
27	-3.228990	-3.228990	-1.324108	-1.324108	-11.662582	-11.662582	
28	-3.213654	-3.213654	-1.170748	-1.170748	-11.447879	-11.447879	
29	-3.197852	-3.197852	-1.012732	-1.012732	-11.226656	-11.226656	
30	-3.181594	-3.181594	-0.850155	-0.850155	-10.999048	-10.999048	
31	-3.164890	-3.164890	-0.683114	-0.683114	-10.765192	-10.765192	
32	-3.147750	-3.147750	-0.511711	-0.511711	-10.525227	-10.525227	
33	-3.130184	-3.130184	-0.336049	-0.336049	-10.279300	-10.279300	
34	-3.112202	-3.112202	-0.156233	-0.156233	-10.027558	-10.027558	
35	-3.093816	-3.093816	0.027628	0.027628	-9.770152	-9.770152	
36	-3.075037	-3.075037	0.215424	0.215424	-9.507238	-9.507238	
37	-3.055875	-3.055875	0.407041	0.407041	-9.238975	-9.238975	
38	-3.036343	-3.036343	0.602364	0.602364	-8.965523	-8.965523	
39	-3.016452	-3.016452	0.801275	0.801275	-8.687047	-8.687047	
40	-2.996214	-2.996214	1.003654	1.003654	-8.403716	-8.403716	
41	-2.975641	-2.975641	1.209380	1.209380	-8.115699	-8.115699	
42	-2.954746	-2.954746	1.418329	1.418329	-7.823171	-7.823171	
43	-2.933542	-2.933542	1.630375	1.630375	-7.526307	-7.526307	
44	-2.912040	-2.912040	1.845389	1.845389	-7.225287	-7.225287	
45	-2.890255	-2.890255	2.063243	2.063243	-6.920291	-6.920291	
46	-2.868198	-2.868198	2.283806	2.283806	-6.611504	-6.611504	
47	-2.845885	-2.845885	2.506944	2.506944	-6.299111	-6.299111	
48	-2.823327	-2.823327	2.732522	2.732522	-5.983300	-5.983300	
49	-2.800538	-2.800538	2.960406	2.960406	-5.664263	-5.664263	
50	-2.777533	-2.777533	3.190458	3.190458	-5.342190	-5.342190	
51	-2.754325	-2.754325	3.422539	3.422539	-5.017277	-5.017277	
52	-2.730928	-2.730928	3.656510	3.656510	-4.689718	-4.689718	
53	-2.707356	-2.707356	3.892229	3.892229	-4.359711	-4.359711	
54	-2.683623	-2.683623	4.129555	4.129555	-4.027455	-4.027455	
55	-2.659745	-2.659745	4.368344	4.368344	-3.693150	-3.693150	
56	-2.635734	-2.635734	4.608453	4.608453	-3.356997	-3.356997	
57	-2.611605	-2.611605	4.849738	4.849738	-3.019199	-3.019199	
58	-2.587374	-2.587374	5.092052	5.092052	-2.679959	-2.679959	
59	-2.563054	-2.563054	5.335250	5.335250	-2.339482	-2.339482	
60	-2.538660	-2.538660	5.579185	5.579185	-1.997972	-1.997972	
61	-2.514208	-2.514208	5.823711	5.823711	-1.655636	-1.655636	
62	-2.489711	-2.489711	6.068680	6.068680	-1.312680	-1.312680	
63	-2.465185	-2.465185	6.313944	6.313944	-0.969310	-0.969310	
64	-2.440643	-2.440643	6.559357	6.559357	-0.625732	-0.625732	
65	-2.416102	-2.416102	6.804769	6.804769	-0.282155	-0.282155	
66	-2.391576	-2.391576	7.050033	7.050033	0.061215	0.061215	
67	-2.367079	-2.367079	7.295002	7.295002	0.404171	0.404171	
68	-2.342626	-2.342626	7.539528	7.539528	0.746508	0.746508	
69	-2.318233	-2.318233	7.783463	7.783463	1.088017	1.088017	
70	-2.293913	-2.293913	8.026661	8.026661	1.428494	1.428494	
71	-2.269681	-2.269681	8.268976	8.268976	1.767734	1.767734	
72	-2.245553	-2.245553	8.510260	8.510260	2.105532	2.105532	
73	-2.221542	-2.221542	8.750369	8.750369	2.441685	2.441685	
74	-2.197663	-2.197663	8.989158	8.989158	2.775990	2.775990	
75	-2.173931	-2.173931	9.226484	9.226484	3.108246	3.108246	
76	-2.150359	-2.150359	9.462203	9.462203	3.438253	3.438253	
77	-2.126962	-2.126962	9.696174	9.696174	3.765812	3.765812	
78	-2.103753	-2.103753	9.928255	9.928255	4.090726	4.090726	
79	-2.080748	-2.080748	10.158307	10.158307	4.412798	4.412798	
80	-2.057960	-2.057960	10.386191	10.386191	4.731836	4.731836	
81	-2.035402	-2.035402	10.611770	10.611770	5.047646	5.047646	
82	-2.013088	-2.013088	10.834908	10.834908	5.360039	5.360039	
83	-1.991032	-1.991032	11.055470	11.055470	5.668826	5.668826	
84	-1.969247	-1.969247	11.273324	11.273324	5.973822	5.973822	
85	-1.947745	-1.947745	11.488339	11.488339	6.274842	6.274842	
86	-1.926541	-1.926541	11.700384	11.700384	6.571706	6.571706	
87	-1.905646	-1.905646	11.909333	11.909333	6.864234	6.864234	
88	-1.885073	-1.885073	12.115059	12.115059	7.152251	7.152251	
89	-1.864835	-1.864835	12.317439	12.317439	7.435582	7.435582	
90	-1.844944	-1.844944	12.516350	12.516350	7.714058	7.714058	
91	-1.825412	-1.825412	12.711673	12.711673	7.987510	7.987510	
92	-1.806250	-1.806250	12.903290	12.903290	8.255774	8.255774	
93	-1.787470	-1.787470	13.091085	13.091085	8.518687	8.518687	
94	-1.769084	-1.769084	13.274946	13.274946	8.776093	8.776093	
95	-1.751103	-1.751103	13.454762	13.454762	9.027835	9.027835	
96	-1.733537	-1.733537	13.630425	13.630425	9.273763	9.273763	
97	-1.716396	-1.716396	13.801828	13.801828	9.513727	9.513727	
