#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-7.643448	-7.644516	-7.643448	-7.644516	-18.714783	-18.715698	14.356552	14.355484	14.356552	14.355484	13.285217	13.284302	
1	-7.643147	-7.644215	-7.640436	-7.641504	-18.710566	-18.711482	14.353540	14.352472	14.356251	14.355183	13.284615	13.283699	
2	-7.642243	-7.643311	-7.631402	-7.632471	-18.697919	-18.698835	14.344507	14.343439	14.355348	14.354279	13.282808	13.281893	
3	-7.640738	-7.641806	-7.616352	-7.617421	-18.676849	-18.677765	14.329457	14.328389	14.353843	14.352774	13.279798	13.278883	
4	-7.638633	-7.639701	-7.595295	-7.596363	-18.647369	-18.648284	14.308399	14.307331	14.351737	14.350669	13.275587	13.274671	
5	-7.635927	-7.636996	-7.568243	-7.569311	-18.609496	-18.610412	14.281347	14.280279	14.349032	14.347964	13.270176	13.269261	
6	-7.632624	-7.633693	-7.535213	-7.536281	-18.563254	-18.564169	14.248317	14.247249	14.345729	14.344661	13.263570	13.262655	
7	-7.628726	-7.629794	-7.496224	-7.497292	-18.508670	-18.509585	14.209329	14.208260	14.341830	14.340762	13.255773	13.254857	
8	-7.624233	-7.625301	-7.451301	-7.452369	-18.445777	-18.446692	14.164405	14.163337	14.337337	14.336269	13.246788	13.245872	
9	-7.619150	-7.620218	-7.400469	-7.401537	-18.374613	-18.375528	14.113573	14.112505	14.332254	14.331186	13.236622	13.235706	
10	-7.613479	-7.614547	-7.343760	-7.344829	-18.295220	-18.296136	14.056865	14.055797	14.326583	14.325515	13.225280	13.224364	
11	-7.607224	-7.608292	-7.281209	-7.282277	-18.207648	-18.208563	13.994313	13.993245	14.320328	14.319260	13.212769	13.211854	
12	-7.600388	-7.601456	-7.212851	-7.213919	-18.111947	-18.112863	13.925955	13.924887	14.313492	14.312424	13.199098	13.198182	
13	-7.592976	-7.594044	-7.138730	-7.139798	-18.008177	-18.009093	13.851834	13.850766	14.306080	14.305012	13.184274	13.183358	
14	-7.584992	-7.586060	-7.058889	-7.059957	-17.896400	-17.897315	13.771993	13.770925	14.298096	14.297028	13.168305	13.167390	
15	-7.576441	-7.577509	-6.973376	-6.974444	-17.776682	-17.777597	13.686480	13.685412	14.289545	14.288477	13.151203	13.150287	
16	-7.567327	-7.568396	-6.882243	-6.883311	-17.649096	-17.650012	13.595347	13.594279	14.280432	14.279364	13.132976	13.132061	
17	-7.557658	-7.558726	-6.785545	-6.786614	-17.513719	-17.514635	13.498650	13.497582	14.270762	14.269694	13.113637	13.112721	
18	-7.547437	-7.548505	-6.683341	-6.684409	-17.370633	-17.371548	13.396445	13.395377	14.260541	14.259473	13.093196	13.092280	
19	-7.536672	-7.537740	-6.575691	-6.576759	-17.219923	-17.220838	13.288795	13.287727	14.249776	14.248708	13.071666	13.070750	
20	-7.525369	-7.526437	-6.462661	-6.463729	-17.061680	-17.062596	13.175765	13.174697	14.238473	14.237405	13.049060	13.048144	
21	-7.513535	-7.514603	-6.344318	-6.345386	-16.896001	-16.896916	13.057422	13.056354	14.226639	14.225571	13.025391	13.024476	
22	-7.501176	-7.502245	-6.220734	-6.221802	-16.722983	-16.723899	12.933838	12.932770	14.214281	14.213213	13.000675	12.999759	
23	-7.488301	-7.489370	-6.091984	-6.093052	-16.542733	-16.543648	12.805088	12.804020	14.201406	14.200338	12.974924	12.974009	
