#    itr              mu            ntot            mtot            etot
       1       -1.517578        2.800201        1.394758      -33.872891
       2        8.560749        2.800629       -1.097506       -3.119058
       3        8.697815        2.799927        0.742493        0.563487
       4        9.073499        2.799316       -0.465852        3.498113
       5        9.311330        2.800903        0.287170        4.961454
       6        9.431411        2.799622       -0.173419        5.545305
       7        9.485338        2.799896        0.104935        5.759698
       8        9.496286        2.800720       -0.064341        5.851588
       9        9.491945        2.800385        0.038530        5.885937
      10        9.499534        2.800079       -0.023621        5.891838
      11        9.503873        2.800018        0.015427        5.891884
      12        9.500421        2.800812       -0.009247        5.900406
      13        9.488263        2.799011        0.004562        5.891844
      14        9.499560        2.800476       -0.001831        5.888900
      15        9.512203        2.800903        0.001221        5.907200
      16        9.509727        2.799561       -0.000549        5.898701
