#    itr              mu            ntot            mtot            etot
       1       75.633000        4.799438        0.433594      314.254528
       2       75.660000        4.799927        0.368652      314.536050
       3       75.759000        4.800415        0.324219      314.799870
       4       75.765000        4.799805        0.274475      314.897395
       5       75.807000        4.799927        0.229370      314.983795
       6       75.832000        4.799194        0.187500      315.017684
       7       75.846000        4.799438        0.153198      315.053564
       8       75.861000        4.799194        0.122070      315.093314
       9       75.867000        4.799194        0.100098      315.108012
      10       75.869000        4.799194        0.080322      315.125947
      11       75.873000        4.800171        0.063232      315.212993
      12       75.891000        4.799927        0.050171      315.269697
      13       75.893000        4.799927        0.040894      315.258609
      14       75.890000        4.799927        0.032593      315.261374
      15       75.884000        4.799438        0.026001      315.226646
      16       75.881000        4.799438        0.022095      315.194777
      17       75.881000        4.799194        0.017334      315.177104
      18       75.876000        4.799438        0.014038      315.179259
      19       75.882000        4.799194        0.012451      315.177795
      20       75.881000        4.799438        0.010620      315.179823
      21       75.884000        4.799438        0.008667      315.197101
      22       75.885000        4.799438        0.007690      315.196859
      23       75.885000        4.799438        0.007202      315.197300
      24       75.885000        4.799438        0.007202      315.197328
      25       75.885000        4.799438        0.007202      315.197328
