#    itr              mu            ntot            mtot            etot
       1      -21.000000        3.000000        3.000000     -133.787500
       2       12.424000        1.899475       -1.899475        5.454505
       3        9.215000        1.899292        1.793213        0.111480
       4        9.723000        1.899048       -1.766602        1.215433
       5        9.866000        1.899048        1.762695        1.487523
       6        9.888000        1.899780       -1.761963        1.535190
       7        9.894000        1.899292        1.760498        1.549563
       8        9.898000        1.899292       -1.759521        1.556881
       9        9.903000        1.899292        1.759521        1.567014
      10        9.903000        1.899292       -1.759521        1.567014
