#p	a1_up	a1_dn	b1_up	b1_dn	c1_up	c1_dn	a2_up	a2_dn	b2_up	b2_dn	c2_up	c2_dn	NaN
0	-0.109573	3.761223	-0.109572	3.761225	-11.241603	-7.086528	21.896666	25.767462	21.896667	25.767464	20.766902	24.921977	
1	-0.109270	3.761526	-0.106562	3.764234	-11.237387	-7.082312	21.893656	25.764453	21.896365	25.767161	20.766300	24.921375	
2	-0.108367	3.762429	-0.097531	3.773265	-11.224742	-7.069667	21.884625	25.755422	21.895461	25.766258	20.764496	24.919571	
3	-0.106863	3.763933	-0.082486	3.788311	-11.203675	-7.048600	21.869580	25.740376	21.893957	25.764753	20.761489	24.916564	
4	-0.104758	3.766039	-0.061434	3.809362	-11.174199	-7.019124	21.848528	25.719325	21.891852	25.762648	20.757282	24.912357	
5	-0.102053	3.768743	-0.034390	3.836406	-11.136332	-6.981257	21.821484	25.692280	21.889147	25.759944	20.751877	24.906952	
6	-0.098751	3.772045	-0.001369	3.869427	-11.090097	-6.935022	21.788463	25.659260	21.885845	25.756641	20.745278	24.900353	
7	-0.094853	3.775943	0.037608	3.908404	-11.035521	-6.880446	21.749486	25.620282	21.881948	25.752744	20.737489	24.892564	
8	-0.090362	3.780434	0.082518	3.953315	-10.972638	-6.817563	21.704576	25.575372	21.877456	25.748253	20.728514	24.883589	
9	-0.085281	3.785516	0.133335	4.004131	-10.901485	-6.746410	21.653759	25.524555	21.872375	25.743171	20.718359	24.873434	
10	-0.079611	3.791185	0.190027	4.060823	-10.822105	-6.667030	21.597067	25.467863	21.866705	25.737502	20.707029	24.862104	
11	-0.073358	3.797438	0.252560	4.123356	-10.734546	-6.579471	21.534534	25.405330	21.860452	25.731248	20.694533	24.849608	
12	-0.066524	3.804272	0.320896	4.191693	-10.638861	-6.483786	21.466198	25.336994	21.853618	25.724414	20.680876	24.835951	
13	-0.059114	3.811682	0.394995	4.265791	-10.535108	-6.380032	21.392099	25.262895	21.846208	25.717004	20.666068	24.821144	
14	-0.051132	3.819664	0.474811	4.345607	-10.423348	-6.268273	21.312283	25.183079	21.838226	25.709023	20.650118	24.805193	
15	-0.042583	3.828213	0.560296	4.431093	-10.303650	-6.148574	21.226798	25.097594	21.829678	25.700474	20.633035	24.788110	
16	-0.033473	3.837323	0.651400	4.522196	-10.176085	-6.021010	21.135695	25.006491	21.820567	25.691363	20.614829	24.769904	
17	-0.023806	3.846990	0.748065	4.618862	-10.040730	-5.885655	21.039029	24.909825	21.810900	25.681696	20.595512	24.750587	
18	-0.013588	3.857208	0.850236	4.721032	-9.897667	-5.742592	20.936859	24.807655	21.800682	25.671479	20.575095	24.730170	
19	-0.002826	3.867970	0.957848	4.828645	-9.746983	-5.591908	20.829246	24.700042	21.789921	25.660717	20.553590	24.708665	
20	0.008473	3.879270	1.070839	4.941635	-9.588767	-5.433692	20.716255	24.587051	21.778621	25.649417	20.531011	24.686086	
21	0.020304	3.891100	1.189139	5.059935	-9.423116	-5.268041	20.597955	24.468751	21.766790	25.637586	20.507371	24.662446	
22	0.032659	3.903455	1.312677	5.183473	-9.250129	-5.095054	20.474417	24.345213	21.754435	25.625231	20.482685	24.637760	
23	0.045530	3.916326	1.441379	5.312175	-9.069910	-4.914835	20.345715	24.216511	21.741564	25.612360	20.456967	24.612042	
24	0.058910	3.929707	1.575166	5.445962	-8.882569	-4.727494	20.211928	24.082724	21.728184	25.598980	20.430232	24.585308	
