#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	-5.447784	-5.456207	-5.447784	-5.456207	-16.596558	-16.605347	
1	-5.447483	-5.455906	-5.444773	-5.453195	-16.592341	-16.601130	
2	-5.446580	-5.455003	-5.435739	-5.444162	-16.579694	-16.588483	
3	-5.445075	-5.453498	-5.420689	-5.429112	-16.558624	-16.567413	
4	-5.442969	-5.451392	-5.399632	-5.408055	-16.529144	-16.537933	
5	-5.440264	-5.448687	-5.372580	-5.381003	-16.491271	-16.500060	
6	-5.436961	-5.445384	-5.339550	-5.347972	-16.445029	-16.453818	
7	-5.433062	-5.441485	-5.300561	-5.308984	-16.390445	-16.399234	
8	-5.428570	-5.436993	-5.255637	-5.264060	-16.327552	-16.336341	
9	-5.423487	-5.431909	-5.204806	-5.213229	-16.256387	-16.265177	
10	-5.417816	-5.426239	-5.148097	-5.156520	-16.176995	-16.185784	
11	-5.411560	-5.419983	-5.085545	-5.093968	-16.089423	-16.098212	
12	-5.404725	-5.413148	-5.017188	-5.025611	-15.993722	-16.002511	
13	-5.397313	-5.405735	-4.943066	-4.951489	-15.889952	-15.898741	
14	-5.389328	-5.397751	-4.863225	-4.871648	-15.778175	-15.786964	
15	-5.380777	-5.389200	-4.777712	-4.786135	-15.658457	-15.667246	
16	-5.371664	-5.380087	-4.686580	-4.695003	-15.530871	-15.539660	
17	-5.361994	-5.370417	-4.589882	-4.598305	-15.395494	-15.404283	
18	-5.351774	-5.360197	-4.487677	-4.496100	-15.252408	-15.261197	
19	-5.341009	-5.349432	-4.380027	-4.388450	-15.101698	-15.110487	
20	-5.329706	-5.338129	-4.266997	-4.275420	-14.943455	-14.952244	
21	-5.317871	-5.326294	-4.148654	-4.157077	-14.777775	-14.786565	
22	-5.305513	-5.313936	-4.025071	-4.033493	-14.604758	-14.613547	
23	-5.292638	-5.301061	-3.896320	-3.904743	-14.424508	-14.433297	
24	-5.279254	-5.287677	-3.762481	-3.770903	-14.237132	-14.245921	
25	-5.265369	-5.273792	-3.623633	-3.632055	-14.042745	-14.051534	
26	-5.250992	-5.259415	-3.479860	-3.488283	-13.841463	-13.850252	
27	-5.236131	-5.244554	-3.331249	-3.339672	-13.633408	-13.642197	
28	-5.220795	-5.229218	-3.177889	-3.186312	-13.418704	-13.427493	
29	-5.204993	-5.213416	-3.019873	-3.028296	-13.197481	-13.206271	
30	-5.188736	-5.197158	-2.857296	-2.865719	-12.969873	-12.978662	
31	-5.172032	-5.180454	-2.690255	-2.698678	-12.736017	-12.744806	
32	-5.154891	-5.163314	-2.518852	-2.527275	-12.496053	-12.504842	
33	-5.137325	-5.145748	-2.343190	-2.351613	-12.250125	-12.258914	
34	-5.119343	-5.127766	-2.163374	-2.171797	-11.998383	-12.007172	
35	-5.100957	-5.109380	-1.979513	-1.987936	-11.740977	-11.749766	
36	-5.082178	-5.090601	-1.791717	-1.800140	-11.478064	-11.486853	
37	-5.063016	-5.071439	-1.600100	-1.608523	-11.209800	-11.218589	
38	-5.043484	-5.051907	-1.404777	-1.413200	-10.936348	-10.945137	
39	-5.023593	-5.032015	-1.205866	-1.214289	-10.657872	-10.666661	
40	-5.003355	-5.011778	-1.003487	-1.011910	-10.374541	-10.383330	
41	-4.982782	-4.991205	-0.797761	-0.806183	-10.086524	-10.095313	
42	-4.961887	-4.970310	-0.588812	-0.597235	-9.793996	-9.802785	
43	-4.940683	-4.949105	-0.376766	-0.385189	-9.497132	-9.505921	
44	-4.919181	-4.927604	-0.161752	-0.170175	-9.196112	-9.204901	
45	-4.897396	-4.905819	0.056102	0.047679	-8.891116	-8.899905	
46	-4.875340	-4.883762	0.276665	0.268242	-8.582329	-8.591118	
47	-4.853026	-4.861449	0.499802	0.491380	-8.269936	-8.278725	
48	-4.830468	-4.838891	0.725381	0.716958	-7.954126	-7.962915	
49	-4.807679	-4.816102	0.953265	0.944842	-7.635088	-7.643877	
50	-4.784674	-4.793097	1.183317	1.174894	-7.313016	-7.321805	
51	-4.761466	-4.769889	1.415398	1.406975	-6.988102	-6.996891	
52	-4.738069	-4.746492	1.649369	1.640946	-6.660543	-6.669332	
53	-4.714497	-4.722920	1.885088	1.876665	-6.330536	-6.339325	
54	-4.690765	-4.699187	2.122414	2.113991	-5.998280	-6.007069	
55	-4.666886	-4.675309	2.361203	2.352780	-5.663975	-5.672764	
56	-4.642875	-4.651298	2.601312	2.592890	-5.327822	-5.336611	
57	-4.618746	-4.627169	2.842597	2.834174	-4.990024	-4.998813	
58	-4.594515	-4.602938	3.084911	3.076488	-4.650784	-4.659573	
59	-4.570195	-4.578618	3.328109	3.319686	-4.310307	-4.319096	
60	-4.545802	-4.554224	3.572044	3.563621	-3.968798	-3.977587	
61	-4.521349	-4.529772	3.816570	3.808147	-3.626462	-3.635251	
62	-4.496852	-4.505275	4.061539	4.053116	-3.283505	-3.292294	
63	-4.472326	-4.480749	4.306803	4.298380	-2.940135	-2.948924	
64	-4.447784	-4.456207	4.552216	4.543793	-2.596558	-2.605347	
65	-4.423243	-4.431666	4.797628	4.789205	-2.252980	-2.261769	
66	-4.398717	-4.407140	5.042892	5.034469	-1.909610	-1.918399	
67	-4.374220	-4.382643	5.287861	5.279438	-1.566654	-1.575443	
68	-4.349767	-4.358190	5.532387	5.523964	-1.224318	-1.233107	
69	-4.325374	-4.333797	5.776322	5.767899	-0.882808	-0.891597	
70	-4.301054	-4.309477	6.019520	6.011097	-0.542331	-0.551120	
71	-4.276823	-4.285245	6.261834	6.253412	-0.203091	-0.211880	
72	-4.252694	-4.261117	6.503119	6.494696	0.134707	0.125918	
73	-4.228683	-4.237106	6.743228	6.734805	0.470860	0.462071	
74	-4.204804	-4.213227	6.982017	6.973595	0.805165	0.796376	
75	-4.181072	-4.189495	7.219343	7.210920	1.137421	1.128632	
76	-4.157500	-4.165923	7.455062	7.446639	1.467428	1.458639	
77	-4.134103	-4.142526	7.689033	7.680610	1.794987	1.786198	
78	-4.110895	-4.119317	7.921114	7.912691	2.119900	2.111111	
79	-4.087889	-4.096312	8.151166	8.142743	2.441973	2.433184	
80	-4.065101	-4.073524	8.379050	8.370627	2.761010	2.752221	
81	-4.042543	-4.050966	8.604629	8.596206	3.076821	3.068032	
82	-4.020229	-4.028652	8.827767	8.819344	3.389214	3.380425	
83	-3.998173	-4.006596	9.048329	9.039906	3.698001	3.689212	
84	-3.976388	-3.984811	9.266183	9.257760	4.002997	3.994208	
85	-3.954886	-3.963309	9.481197	9.472775	4.304017	4.295228	
86	-3.933682	-3.942105	9.693243	9.684820	4.600881	4.592092	
87	-3.912787	-3.921210	9.902192	9.893769	4.893409	4.884620	
88	-3.892214	-3.900637	10.107918	10.099495	5.181426	5.172637	
89	-3.871976	-3.880399	10.310297	10.301875	5.464757	5.455968	
90	-3.852085	-3.860508	10.509209	10.500786	5.743233	5.734444	
91	-3.832553	-3.840976	10.704531	10.696109	6.016685	6.007896	
92	-3.813391	-3.821814	10.896148	10.887726	6.284948	6.276159	
93	-3.794612	-3.803034	11.083944	11.075521	6.547862	6.539073	
94	-3.776225	-3.784648	11.267805	11.259382	6.805268	6.796479	
95	-3.758244	-3.766667	11.447621	11.439198	7.057010	7.048221	
96	-3.740678	-3.749100	11.623283	11.614861	7.302937	7.294148	
97	-3.723537	-3.731960	11.794686	11.786264	7.542902	7.534112	
98	-3.706833	-3.715256	11.961727	11.953304	7.776758	7.767969	
99	-3.690576	-3.698998	12.124304	12.115881	8.004366	7.995577	
100	-3.674774	-3.683197	12.282320	12.273897	8.225589	8.216800	
101	-3.659438	-3.667861	12.435680	12.427257	8.440292	8.431503	
102	-3.644577	-3.653000	12.584291	12.575868	8.648348	8.639559	
103	-3.630200	-3.638622	12.728064	12.719641	8.849630	8.840841	
104	-3.616315	-3.624738	12.866912	12.858489	9.044017	9.035228	
105	-3.602931	-3.611354	13.000751	12.992328	9.231392	9.222603	
106	-3.590056	-3.598479	13.129502	13.121079	9.411643	9.402854	
107	-3.577697	-3.586120	13.253085	13.244663	9.584660	9.575871	
108	-3.565863	-3.574286	13.371428	13.363005	9.750340	9.741551	
109	-3.554560	-3.562983	13.484459	13.476036	9.908583	9.899794	
110	-3.543795	-3.552218	13.592109	13.583686	10.059292	10.050503	
111	-3.533575	-3.541998	13.694313	13.685890	10.202379	10.193590	
112	-3.523905	-3.532328	13.791011	13.782588	10.337756	10.328967	
113	-3.514792	-3.523214	13.882144	13.873721	10.465342	10.456553	
114	-3.506240	-3.514663	13.967656	13.959233	10.585059	10.576270	
115	-3.498256	-3.506679	14.047497	14.039075	10.696837	10.688048	
116	-3.490844	-3.499267	14.121619	14.113196	10.800607	10.791818	
117	-3.484008	-3.492431	14.189976	14.181553	10.896307	10.887518	
118	-3.477753	-3.486176	14.252528	14.244105	10.983880	10.975091	
119	-3.472082	-3.480505	14.309237	14.300814	11.063272	11.054483	
120	-3.466999	-3.475422	14.360068	14.351646	11.134436	11.125647	
121	-3.462507	-3.470930	14.404992	14.396569	11.197329	11.188540	
122	-3.458608	-3.467031	14.443981	14.435558	11.251914	11.243124	
123	-3.455305	-3.463728	14.477011	14.468588	11.298156	11.289367	
124	-3.452600	-3.461023	14.504063	14.495640	11.336029	11.327239	
125	-3.450494	-3.458917	14.525120	14.516697	11.365509	11.356720	
126	-3.448989	-3.457412	14.540170	14.531747	11.386579	11.377790	
127	-3.448086	-3.456508	14.549204	14.540781	11.399226	11.390437	
128	-3.447784	-3.456207	14.552216	14.543793	11.403442	11.394653	
129	-3.444773	-3.453195	14.552517	14.544094	11.404045	11.395256	
130	-3.435739	-3.444162	14.553420	14.544997	11.405851	11.397062	
131	-3.420689	-3.429112	14.554925	14.546502	11.408861	11.400072	
132	-3.399632	-3.408055	14.557031	14.548608	11.413073	11.404284	
133	-3.372580	-3.381003	14.559736	14.551313	11.418483	11.409694	
134	-3.339550	-3.347972	14.563039	14.554616	11.425089	11.416300	
135	-3.300561	-3.308984	14.566938	14.558515	11.432887	11.424098	
136	-3.255637	-3.264060	14.571430	14.563007	11.441872	11.433083	
137	-3.204806	-3.213229	14.576513	14.568091	11.452038	11.443249	
138	-3.148097	-3.156520	14.582184	14.573761	11.463380	11.454591	
139	-3.085545	-3.093968	14.588440	14.580017	11.475890	11.467101	
140	-3.017188	-3.025611	14.595275	14.586852	11.489562	11.480773	
141	-2.943066	-2.951489	14.602687	14.594265	11.504386	11.495597	
142	-2.863225	-2.871648	14.610672	14.602249	11.520354	11.511565	
143	-2.777712	-2.786135	14.619223	14.610800	11.537457	11.528668	
