#    itr              mu            ntot            mtot            etot
       1       -3.778564        2.300903        1.145821      -31.691034
       2        3.191932        2.299042       -0.545453       -9.503490
       3        3.082404        2.299133        0.240265       -7.107347
       4        3.074800        2.299896       -0.103745       -6.537715
       5        3.063571        2.300293        0.044250       -6.423655
       6        3.087296        2.300537       -0.019226       -6.400001
       7        3.057563        2.299500        0.008270       -6.398378
       8        3.054195        2.299347       -0.002487       -6.403954
       9        3.065244        2.299713        0.001328       -6.402779
      10        3.065596        2.300415       -0.000977       -6.399321
