#    itr              mu            ntot            mtot            etot
       1       33.735352        4.199860        0.899581       28.483129
       2       15.592449        4.199463       -0.679183       25.518953
       3       16.045994        4.200897        0.514168       26.879591
       4       16.339009        4.199036       -0.399123       27.623363
       5       16.484941        4.200836        0.318121       28.065830
       6       16.558603        4.199066       -0.260775       28.291079
       7       16.584195        4.200348        0.217701       28.439019
       8       16.611473        4.199493       -0.185404       28.523028
       9       16.640550        4.200043        0.161254       28.580944
      10       16.642905        4.200348       -0.142220       28.630302
      11       16.643501        4.200592        0.126923       28.670738
      12       16.651773        4.200531       -0.115681       28.681528
      13       16.652936        4.199707        0.105165       28.685692
      14       16.654174        4.200439       -0.096864       28.698218
      15       16.655491        4.200989        0.091223       28.723153
      16       16.651159        4.199890       -0.085968       28.715790
      17       16.644640        4.199554        0.079669       28.704238
      18       16.647257        4.199829       -0.075356       28.708677
      19       16.655772        4.200531        0.071016       28.735110
      20       16.649546        4.200867       -0.069068       28.742362
      21       16.650567        4.199280        0.067487       28.723455
      22       16.647832        4.200195       -0.066463       28.721246
      23       16.652563        4.200592        0.063753       28.741914
      24       16.646134        4.199951       -0.061930       28.732043
      25       16.646937        4.200134        0.059436       28.732010
      26       16.642061        4.200745       -0.058300       28.744725
      27       16.650240        4.199432        0.055624       28.731900
      28       16.647485        4.200409       -0.054197       28.737387
      29       16.656014        4.200714        0.052243       28.751315
      30       16.657449        4.199707       -0.050610       28.739391
      31       16.658975        4.200928        0.048671       28.748367
      32       16.660599        4.199158       -0.047593       28.731670
      33       16.654680        4.200195        0.046266       28.732585
      34       16.652207        4.199951       -0.047086       28.740584
