#    itr              mu            ntot            mtot            etot
       1       37.275000        3.999084        2.000916       20.921688
       2       16.297000        3.999268       -1.128296       27.707537
       3       16.868000        4.000000        0.668823       29.330478
       4       17.060000        3.999023       -0.419312       29.833517
       5       17.142000        3.999268        0.272095       30.002181
       6       17.193000        3.999268       -0.181274       30.073186
       7       17.224000        4.000122        0.119141       30.115586
       8       17.243000        4.000366       -0.077881       30.142325
       9       17.246000        4.000366        0.049561       30.150669
      10       17.254000        3.999146       -0.029785       30.132040
      11       17.250000        3.999146        0.020020       30.118659
      12       17.247000        4.000366       -0.013428       30.140109
      13       17.251000        3.999146        0.006836       30.133398
      14       17.249000        3.999146       -0.003906       30.119218
      15       17.251000        3.999634        0.002441       30.127685
      16       17.255000        3.999146       -0.000977       30.124969
      17       17.254000        3.999146        0.000000       30.119241
      18       17.252000        3.999146        0.000000       30.119241
      19       17.252000        3.999146        0.000000       30.119241
