#    itr              mu            ntot            mtot            etot
       1       41.302734        4.299530        0.849788       41.588369
       2       17.829237        4.299469       -0.741467       35.168787
       3       17.971456        4.300201        0.667343       36.094640
       4       18.144044        4.300629       -0.610194       36.697084
       5       18.282516        4.300812        0.562108       37.109927
       6       18.396428        4.300537       -0.517540       37.402874
       7       18.509188        4.300201        0.477104       37.651223
       8       18.616336        4.300079       -0.444741       37.881598
       9       18.691552        4.300140        0.417998       38.048948
      10       18.741124        4.299133       -0.395487       38.159894
      11       18.763318        4.299530        0.374318       38.258334
      12       18.804137        4.299103       -0.356556       38.338081
      13       18.821268        4.300415        0.342392       38.433556
      14       18.848079        4.300598       -0.328753       38.504235
      15       18.863363        4.300232        0.317560       38.553439
      16       18.875155        4.299194       -0.308896       38.577873
      17       18.870159        4.299011        0.300890       38.594089
      18       18.891061        4.300201       -0.292171       38.638395
      19       18.921894        4.299622        0.285142       38.684396
      20       18.910749        4.299072       -0.279554       38.682827
      21       18.916479        4.299347        0.274407       38.705872
      22       18.913783        4.299377       -0.268626       38.720956
      23       18.928431        4.300385        0.263264       38.760075
      24       18.926400        4.300568       -0.260618       38.790424
      25       18.935198        4.299713        0.257301       38.784141
      26       18.937923        4.300385       -0.254853       38.793565
      27       18.945179        4.299652        0.252664       38.806784
      28       18.944080        4.300690       -0.250434       38.809203
      29       18.951683        4.300323        0.249630       38.828118
      30       18.950946        4.300598       -0.249848       38.824268
