#p	a_up	a_dn	b_up	b_dn	c_up	c_dn	NaN
0	54.869045	55.411381	54.869045	55.411381	44.267357	44.675453	
1	54.869346	55.411682	54.872057	55.414393	44.271573	44.679670	
2	54.870250	55.412585	54.881091	55.423426	44.284220	44.692317	
3	54.871755	55.414090	54.896141	55.438476	44.305290	44.713387	
4	54.873861	55.416196	54.917198	55.459534	44.334771	44.742867	
5	54.876566	55.418901	54.944250	55.486585	44.372643	44.780740	
6	54.879869	55.422204	54.977280	55.519616	44.418886	44.826982	
7	54.883768	55.426103	55.016269	55.558604	44.473470	44.881566	
8	54.888260	55.430595	55.061192	55.603528	44.536363	44.944459	
9	54.893343	55.435679	55.112024	55.654359	44.607527	45.015623	
10	54.899014	55.441350	55.168733	55.711068	44.686919	45.095016	
11	54.905269	55.447605	55.231285	55.773620	44.774492	45.182588	
12	54.912105	55.454440	55.299642	55.841977	44.870192	45.278288	
13	54.919517	55.461853	55.373763	55.916099	44.973962	45.382059	
14	54.927501	55.469837	55.453605	55.995940	45.085740	45.493836	
15	54.936052	55.478388	55.539117	56.081453	45.205458	45.613554	
16	54.945166	55.487501	55.630250	56.172585	45.333043	45.741140	
17	54.954836	55.497171	55.726948	56.269283	45.468420	45.876517	
18	54.965056	55.507391	55.829152	56.371488	45.611507	46.019603	
19	54.975821	55.518156	55.936802	56.479138	45.762217	46.170313	
20	54.987124	55.529460	56.049833	56.592168	45.920459	46.328555	
21	54.998958	55.541294	56.168175	56.710511	46.086139	46.494235	
22	55.011317	55.553652	56.291759	56.834095	46.259156	46.667253	
23	55.024192	55.566527	56.420510	56.962845	46.439407	46.847503	
24	55.037576	55.579911	56.554349	57.096685	46.626782	47.034879	
25	55.051460	55.593796	56.693197	57.235533	46.821169	47.229266	
26	55.065838	55.608173	56.836970	57.379305	47.022451	47.430548	
27	55.080699	55.623034	56.985581	57.527916	47.230507	47.638603	
28	55.096035	55.638370	57.138941	57.681276	47.445211	47.853307	
29	55.111836	55.654172	57.296957	57.839292	47.666433	48.074529	
30	55.128094	55.670430	57.459534	58.001870	47.894041	48.302137	
31	55.144798	55.687134	57.626574	58.168910	48.127898	48.535994	
32	55.161938	55.704274	57.797977	58.340313	48.367862	48.775958	
33	55.179505	55.721840	57.973640	58.515975	48.613789	49.021886	
34	55.197486	55.739822	58.153456	58.695791	48.865532	49.273628	
35	55.215872	55.758208	58.337317	58.879652	49.122937	49.531033	
36	55.234652	55.776987	58.525112	59.067448	49.385851	49.793947	
37	55.253814	55.796149	58.716729	59.259065	49.654115	50.062211	
38	55.273346	55.815681	58.912052	59.454388	49.927567	50.335663	
39	55.293237	55.835573	59.110963	59.653299	50.206042	50.614139	
40	55.313475	55.855811	59.313343	59.855678	50.489374	50.897470	
41	55.334048	55.876383	59.519069	60.061405	50.777390	51.185487	
42	55.354943	55.897278	59.728018	60.270353	51.069918	51.478015	
43	55.376147	55.918483	59.940063	60.482399	51.366782	51.774878	
44	55.397649	55.939984	60.155078	60.697413	51.667803	52.075899	
45	55.419434	55.961769	60.372932	60.915267	51.972798	52.380895	
46	55.441490	55.983826	60.593494	61.135830	52.281586	52.689682	
47	55.463804	56.006139	60.816632	61.358968	52.593978	53.002075	
48	55.486362	56.028697	61.042211	61.584546	52.909789	53.317885	
49	55.509150	56.051486	61.270095	61.812430	53.228826	53.636923	
50	55.532155	56.074491	61.500147	62.042482	53.550899	53.958995	
51	55.555364	56.097699	61.732228	62.274563	53.875813	54.283909	
52	55.578761	56.121096	61.966198	62.508534	54.203371	54.611468	
53	55.602333	56.144668	62.201918	62.744253	54.533378	54.941475	
54	55.626065	56.168401	62.439243	62.981579	54.865634	55.273731	
55	55.649944	56.192280	62.678033	63.220368	55.199940	55.608036	
56	55.673955	56.216290	62.918142	63.460478	55.536092	55.944189	
57	55.698083	56.240419	63.159426	63.701762	55.873890	56.281987	
58	55.722315	56.264650	63.401741	63.944076	56.213130	56.621227	
59	55.746635	56.288970	63.644939	64.187274	56.553607	56.961704	
60	55.771028	56.313364	63.888874	64.431209	56.895117	57.303213	
61	55.795481	56.337816	64.133400	64.675735	57.237453	57.645549	
62	55.819978	56.362313	64.378369	64.920704	57.580409	57.988506	
63	55.844504	56.386840	64.623633	65.165968	57.923780	58.331876	
64	55.869045	56.411381	64.869045	65.411381	58.267357	58.675453	
65	55.893586	56.435922	65.114458	65.656793	58.610934	59.019030	
66	55.918113	56.460448	65.359722	65.902058	58.954304	59.362401	
67	55.942610	56.484945	65.604691	66.147026	59.297261	59.705357	
68	55.967062	56.509398	65.849217	66.391552	59.639597	60.047693	
69	55.991456	56.533791	66.093152	66.635488	59.981106	60.389203	
70	56.015776	56.558111	66.336350	66.878686	60.321584	60.729680	
71	56.040007	56.582343	66.578664	67.121000	60.660823	61.068920	
72	56.064136	56.606471	66.819948	67.362284	60.998621	61.406718	
73	56.088146	56.630482	67.060058	67.602393	61.334774	61.742871	
74	56.112025	56.654361	67.298847	67.841183	61.669079	62.077176	
75	56.135758	56.678094	67.536173	68.078508	62.001335	62.409432	
76	56.159330	56.701665	67.771892	68.314228	62.331342	62.739439	
77	56.182727	56.725063	68.005863	68.548198	62.658901	63.066998	
78	56.205935	56.748271	68.237944	68.780279	62.983815	63.391911	
79	56.228940	56.771276	68.467996	69.010331	63.305887	63.713984	
80	56.251729	56.794064	68.695880	69.238215	63.624925	64.033021	
81	56.274287	56.816622	68.921458	69.463794	63.940735	64.348832	
82	56.296600	56.838936	69.144596	69.686932	64.253128	64.661224	
83	56.318657	56.860992	69.365159	69.907494	64.561915	64.970012	
84	56.340442	56.882778	69.583013	70.125348	64.866911	65.275008	
85	56.361943	56.904279	69.798027	70.340363	65.167932	65.576028	
86	56.383148	56.925484	70.010073	70.552408	65.464795	65.872892	
87	56.404043	56.946378	70.219021	70.761357	65.757324	66.165420	
88	56.424615	56.966951	70.424748	70.967083	66.045340	66.453436	
89	56.444853	56.987189	70.627127	71.169463	66.328672	66.736768	
90	56.464745	57.007080	70.826038	71.368374	66.607147	67.015243	
91	56.484277	57.026612	71.021361	71.563697	66.880599	67.288695	
92	56.503439	57.045774	71.212978	71.755314	67.148863	67.556959	
93	56.522218	57.064554	71.400774	71.943109	67.411777	67.819873	
94	56.540604	57.082940	71.584635	72.126970	67.669182	68.077279	
95	56.558586	57.100921	71.764451	72.306786	67.920924	68.329021	
