#    itr              mu            ntot            mtot            etot
       1      -11.279297        1.499023        0.748230      -28.774973
       2       -3.129782        1.500122       -0.360718      -12.147433
       3       -3.702285        1.500122        0.166260      -11.280246
       4       -3.825198        1.499390       -0.075806      -11.072934
       5       -3.859216        1.499634        0.034180      -11.032514
       6       -3.857952        1.499146       -0.015381      -11.020903
       7       -3.861692        1.500610        0.006836      -11.026253
       8       -3.855170        1.500610       -0.001465      -11.021318
       9       -3.868964        1.499023        0.000305      -11.015055
      10       -3.860936        1.499634       -0.000000      -11.022539
