# n = 5.7 U  = 20.0 J = 5.000 k = 128.0
#    itr              mu            ntot            mtot            etot
       1      111.345000        5.699036        0.150482      536.261241
       2      104.983000        5.699158        0.141754      538.103081
       3      104.976000        5.699158        0.133942      538.127731
       4      104.965000        5.699158        0.127350      538.138740
       5      104.960000        5.699158        0.120758      538.147589
       6      104.949000        5.699402        0.115265      538.181825
       7      104.947000        5.699158        0.110992      538.186078
       8      104.940000        5.699158        0.107086      538.167936
       9      104.940000        5.699890        0.102814      538.249119
      10      104.943000        5.699158        0.100006      538.246555
      11      104.923000        5.699158        0.098053      538.179952
      12      104.930000        5.699158        0.095367      538.181909
      13      104.925000        5.699402        0.093536      538.210436
      14      104.923000        5.699890        0.091827      538.286578
      15      104.928000        5.699158        0.089264      538.257482
      16      104.910000        5.699402        0.088165      538.216157
      17      104.918000        5.699646        0.087067      538.265837
      18      104.921000        5.699890        0.085968      538.315821
      19      104.926000        5.700134        0.084625      538.365556
      20      104.927000        5.699402        0.083771      538.313013
      21      104.912000        5.699402        0.083282      538.244246
      22      104.909000        5.699402        0.083282      538.244656
      23      104.909000        5.699402        0.083282      538.244656
