#    itr              mu            ntot            mtot            etot
       1       61.082520        5.799988        0.100073      164.509678
       2       27.217557        5.800842       -0.087409       95.971966
       3       27.193675        5.800476        0.076910       95.990414
       4       27.175298        5.799255       -0.068578       95.959433
       5       27.159428        5.800964        0.060106       95.990797
       6       27.155734        5.800476       -0.051759       96.009471
       7       27.139129        5.799744        0.044221       95.990126
       8       27.125090        5.799988       -0.038053       95.988154
       9       27.113710        5.800720        0.031542       96.015366
      10       27.108275        5.800476       -0.027031       96.021444
      11       27.102633        5.800720        0.021522       96.026439
      12       27.096776        5.800049       -0.016231       96.015695
      13       27.090697        5.799561        0.013595       95.990314
      14       27.090755        5.800293       -0.010682       96.002271
      15       27.094001        5.799316        0.007423       95.988760
      16       27.087815        5.799805       -0.007355       95.984222
      17       27.094132        5.800781        0.005173       96.018984
      18       27.094322        5.800537       -0.006194       96.029819
